3570 120
54 112 83
41 116 50
21 100 10
41 97 75
29 57 54
34 78 81
27 53 78
60 119 17
73 75 54
0 63 29
27 64 34
74 80 54
71 74 66
39 98 70
38 44 32
18 34 76
105 117 10
42 86 62
9 75 15
60 103 72
2 18 42
17 57 43
43 81 10
53 100 91
31 81 1
14 21 38
43 63 9
34 114 98
62 84 86
107 109 60
36 64 6
17 71 99
41 63 20
12 33 30
68 97 49
6 118 98
73 106 58
27 78 5
15 98 19
14 50 35
59 105 99
77 101 73
6 110 74
49 50 69
35 88 67
117 118 19
39 45 11
88 97 25
54 92 19
96 111 32
18 84 2
55 70 18
54 110 3
23 76 71
31 101 55
95 102 14
95 105 68
22 112 19
14 100 70
22 81 64
17 36 59
17 22 3
52 64 81
22 79 36
23 97 88
45 102 53
14 32 10
72 114 83
36 99 37
39 101 11
26 32 54
7 107 38
29 97 53
56 110 7
11 110 9
23 27 69
71 87 7
1 9 81
28 87 56
30 40 43
26 82 70
39 49 22
28 52 12
10 98 73
3 105 1
41 55 74
6 61 1
7 85 20
39 83 78
47 102 82
29 92 90
71 104 51
4 29 56
73 104 91
42 101 7
55 60 81
9 81 64
88 94 35
80 92 87
4 88 65
13 101 30
60 83 27
26 103 5
29 107 53
13 49 47
41 114 68
31 49 84
20 96 56
63 87 76
40 85 43
1 17 80
21 83 13
88 117 29
85 87 70
60 104 39
12 71 17
69 82 49
3 63 71
52 56 19
71 91 41
112 115 74
26 68 23
29 78 51
35 93 59
67 86 33
2 11 23
7 68 30
13 34 73
7 76 5
39 100 23
66 119 18
29 88 84
1 6 3
1 35 89
73 80 3
45 51 6
109 112 76
76 112 86
13 75 76
67 76 45
83 94 69
46 97 62
49 60 29
21 93 77
34 61 95
13 23 36
67 78 35
35 117 71
73 88 55
27 95 6
5 84 60
48 65 50
102 116 23
46 68 24
19 23 17
58 90 25
0 38 100
30 36 40
48 76 84
1 71 25
27 114 35
52 90 78
32 43 45
66 89 46
33 54 88
45 64 19
25 79 49
20 23 37
11 87 77
5 86 27
17 92 28
17 78 84
5 27 68
3 97 78
3 41 32
14 59 57
43 78 8
12 60 17
8 42 67
38 46 31
82 101 91
26 52 42
46 82 13
74 93 21
28 94 25
84 114 60
17 48 12
85 111 55
7 26 86
34 81 43
82 83 52
59 88 31
4 39 21
55 71 80
31 46 53
4 27 22
43 55 90
36 46 50
38 91 51
84 99 67
79 100 70
35 71 33
100 115 24
16 108 54
89 110 61
33 113 96
50 93 79
28 98 65
40 107 57
41 82 7
45 76 77
88 108 34
48 58 27
40 92 18
51 101 75
79 103 37
57 87 90
84 89 22
28 85 78
58 78 88
0 47 94
55 93 59
63 107 87
10 77 9
24 92 7
32 108 82
66 115 86
99 100 98
81 115 98
85 115 95
81 87 30
75 95 85
45 93 42
6 60 61
46 101 18
14 99 86
15 106 12
21 106 47
16 49 97
65 102 25
33 96 40
47 91 80
91 95 33
42 59 53
30 46 60
15 17 38
26 33 73
17 88 48
56 94 94
33 66 50
54 114 15
8 103 32
16 101 1
103 116 3
21 84 54
46 90 79
9 89 68
47 72 76
42 89 14
29 48 15
57 82 20
5 115 1
27 40 52
0 102 65
76 113 68
58 100 52
8 105 45
4 83 34
6 24 34
74 113 72
64 81 29
29 68 37
112 119 69
44 51 59
9 90 42
53 80 63
29 80 93
79 89 7
44 98 18
36 108 3
6 26 82
33 82 44
31 63 83
63 79 22
40 50 82
23 82 80
26 62 21
53 66 76
69 75 68
74 83 60
46 86 22
54 105 87
19 57 86
74 119 30
51 62 94
29 41 68
74 105 4
73 114 23
41 66 76
73 118 72
24 30 81
22 113 7
16 18 58
71 93 71
3 32 38
46 60 73
65 78 68
70 100 57
10 18 13
47 54 81
13 19 60
24 28 23
79 99 88
46 69 65
106 116 27
32 71 36
29 30 82
17 40 82
18 72 42
31 64 98
4 79 73
77 86 91
49 80 15
68 73 40
4 95 12
60 71 51
20 37 36
79 82 75
29 105 32
39 88 66
59 91 57
53 96 70
34 83 39
44 90 94
70 78 31
43 98 10
89 108 82
49 92 28
96 110 92
57 76 76
77 94 61
6 43 2
21 97 60
35 86 97
9 44 49
40 91 25
68 96 67
85 100 36
32 83 91
78 82 28
23 33 53
30 104 93
37 83 45
53 93 89
72 111 29
22 44 27
37 112 56
0 114 93
6 105 66
47 82 70
59 107 44
2 49 18
65 94 81
57 72 82
7 9 22
51 72 23
2 27 3
27 66 99
26 61 95
24 99 45
41 44 14
67 110 44
104 114 88
59 113 94
68 93 52
51 110 66
48 101 20
20 75 66
31 67 73
3 71 90
0 104 24
15 39 34
71 102 39
31 57 2
56 85 47
13 90 17
102 119 7
36 72 5
38 93 2
43 107 27
33 36 13
77 105 11
31 77 73
45 68 64
29 87 15
57 60 20
36 113 15
47 118 12
7 102 11
85 117 54
26 110 14
7 72 60
24 115 8
7 110 65
11 18 55
0 42 78
47 119 74
15 41 100
65 99 3
28 90 36
95 118 70
85 86 60
35 69 2
18 26 51
108 118 96
74 117 59
9 87 97
3 53 75
94 117 28
32 44 65
7 83 73
34 38 97
52 77 29
3 106 68
29 116 87
9 26 26
86 88 74
20 33 70
1 63 83
11 67 7
39 53 91
18 73 46
84 100 31
21 80 18
38 81 53
53 92 41
6 113 91
16 30 21
69 78 75
7 22 82
10 36 72
96 107 42
97 113 63
14 19 62
102 112 75
10 71 67
50 118 30
15 103 14
3 33 63
9 52 4
10 64 93
20 111 95
55 98 6
20 68 15
74 111 36
63 92 12
68 82 16
71 115 34
31 33 94
8 69 41
8 45 57
50 69 29
41 110 29
32 99 58
28 41 41
22 90 85
3 43 13
4 43 96
28 68 37
20 79 94
23 41 18
14 88 84
36 100 27
74 85 95
45 49 16
8 97 95
5 118 42
25 29 82
44 63 5
85 108 7
6 75 60
13 85 70
21 91 40
56 109 5
39 73 37
0 35 95
29 65 50
27 45 53
26 63 55
30 54 40
22 24 85
4 114 30
27 85 100
54 82 56
89 105 49
11 26 47
0 3 27
34 44 85
18 118 91
18 95 81
27 72 6
26 77 31
18 62 73
68 114 94
67 72 66
70 88 32
13 55 66
41 50 36
19 94 84
26 112 62
52 66 76
87 104 33
51 111 25
34 101 90
21 60 95
20 55 86
11 35 32
52 58 92
65 95 96
78 119 43
21 69 6
48 99 86
27 86 65
28 82 56
93 104 71
25 72 11
73 115 27
52 114 90
24 105 52
30 68 78
36 93 30
5 81 8
49 71 30
31 104 39
35 105 56
6 103 22
56 101 59
87 101 89
12 115 94
72 78 95
75 85 55
57 70 13
43 117 98
40 67 56
59 77 82
51 61 21
27 51 17
53 82 13
79 92 25
8 98 58
15 16 66
104 107 12
58 97 38
4 115 77
37 84 36
1 103 91
32 90 17
66 70 85
22 45 68
24 45 48
33 71 43
23 96 11
42 72 57
16 56 99
30 33 89
48 82 9
100 108 5
43 56 66
13 52 74
10 75 95
10 14 60
32 72 94
23 110 6
19 92 59
43 90 1
74 94 36
62 76 34
21 38 80
32 45 57
72 95 62
101 118 99
9 76 78
3 62 1
37 78 96
57 63 90
1 105 75
15 92 10
71 116 63
27 89 77
19 82 38
22 118 12
25 37 66
12 58 22
4 16 32
70 77 75
3 45 11
73 98 45
68 117 70
53 94 63
88 114 1
40 89 80
22 73 89
90 92 87
45 119 33
61 114 49
38 114 31
53 56 65
15 50 7
45 63 74
14 20 46
43 61 81
64 95 86
34 71 21
32 75 62
111 113 82
73 96 13
2 13 14
35 57 70
24 69 83
83 114 90
46 77 25
51 93 53
25 26 89
45 78 60
76 95 84
52 55 24
27 46 23
72 80 83
80 106 99
46 112 11
19 46 86
7 115 79
70 94 23
61 86 82
12 22 83
31 42 59
6 35 80
6 106 93
33 44 24
61 119 76
23 117 95
6 64 80
15 101 42
28 115 96
40 58 47
10 31 7
55 74 60
25 102 46
78 113 88
15 27 11
34 112 18
39 111 1
72 75 49
25 112 66
20 54 20
9 71 70
46 54 55
38 74 48
25 82 65
15 22 34
4 73 23
93 114 9
65 96 54
53 54 68
10 34 43
93 113 91
50 73 78
54 70 23
34 40 1
21 108 81
14 16 41
60 78 88
82 103 20
28 55 71
29 73 90
16 37 95
58 106 78
40 48 30
101 113 63
39 46 42
30 65 41
78 104 77
19 100 11
21 96 86
3 66 4
7 54 30
0 48 54
5 73 8
20 36 33
30 47 24
4 89 72
65 77 8
25 98 34
43 84 22
12 28 20
112 116 89
44 47 99
11 49 93
13 106 31
40 100 12
4 110 9
22 86 29
69 81 91
0 66 62
17 62 72
80 95 83
23 30 62
88 111 90
40 88 26
5 39 81
2 21 95
76 116 48
6 53 84
48 83 89
16 102 28
15 82 48
55 82 10
42 92 59
63 81 81
55 78 52
49 82 37
0 27 33
110 117 13
0 6 62
65 79 9
94 95 51
10 106 61
53 84 90
60 114 17
7 84 81
103 111 78
9 66 73
6 28 60
65 76 12
1 99 63
56 79 55
16 29 83
13 26 85
26 48 8
17 94 95
53 83 24
42 80 18
5 90 55
89 111 82
1 119 88
57 93 34
21 103 96
41 107 43
54 95 94
5 13 28
75 81 14
1 77 63
51 80 74
24 83 77
60 61 94
46 70 56
36 105 27
58 92 59
25 76 52
90 95 27
50 61 7
4 86 39
8 58 42
65 67 51
14 24 95
59 70 87
44 75 94
40 60 4
45 110 35
39 62 40
0 61 40
31 70 93
44 84 62
31 32 37
14 76 77
84 92 98
52 80 61
5 8 99
10 85 50
21 62 90
19 106 32
45 112 73
35 90 98
18 89 59
14 58 19
87 112 14
46 71 59
44 116 19
101 107 22
43 72 40
56 77 25
46 117 2
22 63 97
3 23 17
21 58 8
67 112 94
10 113 31
41 42 86
56 59 28
43 59 64
108 112 35
43 104 7
7 8 59
51 116 18
46 62 44
40 97 63
106 119 84
66 77 52
22 34 48
0 110 70
5 104 50
69 86 72
9 41 1
103 115 95
19 45 21
43 112 61
10 56 37
13 95 17
9 43 43
52 72 100
74 75 1
63 78 24
91 104 60
38 76 93
3 51 63
23 85 41
33 112 99
76 88 47
56 88 48
0 68 42
17 108 88
1 41 83
46 109 44
54 83 68
29 83 75
69 71 56
100 118 59
43 93 72
15 88 96
93 98 80
5 107 96
82 90 59
30 60 33
52 104 58
111 118 45
35 44 47
30 96 31
56 74 3
14 25 94
47 109 86
89 102 20
20 112 74
23 86 16
76 86 91
59 73 96
29 115 57
26 54 9
43 114 19
61 103 92
57 64 27
39 68 11
53 97 79
4 51 81
64 92 26
27 100 42
21 72 98
40 76 24
105 110 94
34 103 23
19 71 14
91 96 40
16 45 95
7 112 53
63 110 84
64 71 62
16 57 61
31 66 69
18 112 89
61 117 97
48 86 75
31 83 2
4 18 58
12 83 33
49 64 45
15 97 2
6 67 72
12 44 8
51 106 47
13 92 65
104 112 78
28 36 82
12 15 35
29 106 56
15 54 62
19 47 77
65 109 7
29 69 61
66 79 27
56 115 19
8 85 92
50 86 17
14 98 57
75 97 8
79 91 47
29 110 42
27 106 65
0 19 9
7 80 33
44 56 49
6 57 63
42 104 56
83 87 99
28 112 14
114 118 47
69 76 7
46 58 91
17 104 1
2 113 60
9 56 68
15 20 34
24 56 26
4 81 48
24 46 24
54 62 6
12 119 2
65 100 63
20 22 92
103 114 3
102 117 71
80 101 87
8 66 18
64 109 2
102 108 4
9 98 98
51 98 1
110 119 8
96 119 45
1 12 47
9 55 93
37 69 24
33 34 58
80 115 20
19 108 34
35 72 51
8 89 97
38 113 18
14 109 16
59 99 10
66 91 43
47 50 57
8 92 98
39 79 57
27 79 17
16 65 74
21 115 96
8 56 58
27 116 18
28 34 62
113 117 62
84 88 2
62 68 11
24 67 38
17 44 50
52 73 49
5 58 74
25 51 81
41 87 29
35 51 73
14 104 40
29 119 40
30 51 5
28 92 90
66 74 23
48 98 23
4 91 89
54 72 61
5 78 25
16 93 79
3 118 50
40 79 18
28 108 70
44 80 63
74 116 54
37 111 30
23 78 18
4 108 29
61 88 67
4 22 100
18 111 41
0 12 26
60 95 47
76 93 9
44 46 12
34 63 47
38 82 22
99 109 99
25 86 85
18 90 84
8 55 77
18 52 41
47 62 82
96 105 51
66 84 52
27 77 68
95 115 52
9 84 69
38 58 24
1 53 16
62 110 3
42 79 50
7 111 11
2 3 29
23 101 92
3 74 93
48 55 65
8 113 14
26 117 7
40 51 86
7 45 42
91 106 42
44 72 55
55 101 36
94 102 99
48 119 23
29 104 52
44 82 49
42 52 49
23 94 46
32 112 29
30 114 4
40 63 56
7 87 96
9 111 50
3 19 87
52 93 25
115 118 95
10 104 11
42 107 57
32 77 34
46 110 49
56 102 89
110 113 60
2 17 94
26 100 69
14 23 23
36 76 6
28 56 61
22 32 67
59 66 69
53 89 91
15 52 41
8 115 72
11 66 93
2 69 87
54 106 43
91 99 40
90 115 96
68 86 55
13 94 44
57 58 64
17 19 85
41 99 35
92 99 49
43 111 12
8 99 6
35 101 11
29 95 5
92 96 17
54 69 69
0 86 5
31 95 59
43 101 94
82 115 97
30 71 49
23 79 22
3 56 34
14 95 94
58 68 93
66 92 18
15 104 46
11 65 15
12 62 46
16 19 11
7 119 51
59 104 9
52 92 7
23 119 88
89 95 1
13 66 87
77 79 71
13 39 100
15 45 70
60 102 74
25 108 65
62 95 10
84 118 57
49 57 58
25 43 28
112 114 75
32 105 67
33 47 63
24 71 49
5 117 57
63 100 84
66 90 3
83 105 62
36 63 69
64 90 98
93 100 13
8 28 21
15 84 23
32 42 15
9 114 91
70 109 24
7 52 42
82 108 93
45 46 16
54 116 78
44 102 13
50 83 82
1 5 10
79 83 85
54 73 89
21 22 54
72 82 52
29 74 65
51 92 80
45 47 83
6 22 27
35 50 40
80 100 70
33 119 61
67 91 57
53 79 84
6 58 59
113 115 18
1 108 77
41 102 87
59 64 99
27 87 51
22 27 99
80 107 53
47 94 83
14 48 58
30 84 21
3 27 16
2 65 33
41 56 97
39 93 7
15 94 22
5 85 57
45 98 74
66 71 78
67 95 78
0 58 23
19 21 73
28 32 42
41 90 78
17 30 100
19 31 71
19 73 85
82 106 97
69 113 41
9 91 14
46 100 66
1 14 31
4 7 6
30 55 48
33 80 69
69 98 16
13 98 78
57 112 90
98 110 32
72 109 98
3 94 76
105 108 36
11 86 68
60 92 38
5 72 24
40 74 10
94 97 72
71 82 18
15 91 16
42 110 58
7 86 28
104 110 78
2 50 90
56 106 72
15 46 18
89 109 94
31 80 51
46 65 76
59 93 17
3 15 55
53 72 22
39 70 27
66 107 84
15 63 25
54 58 42
90 110 17
44 99 40
19 117 57
70 92 83
17 93 46
9 36 20
54 77 63
25 61 86
78 112 43
98 103 23
11 60 77
7 99 95
39 95 95
45 71 100
18 67 46
15 109 42
81 83 46
9 51 48
39 47 54
9 34 5
52 79 47
72 106 56
63 113 61
52 60 29
60 75 58
54 111 30
91 93 89
14 51 29
48 87 29
75 111 22
8 31 55
17 23 23
44 58 58
38 105 32
67 70 63
86 119 84
18 60 79
59 86 52
92 113 17
21 73 77
26 47 25
15 48 51
48 77 18
54 102 79
9 68 78
57 115 99
29 109 35
88 102 65
80 85 82
3 98 25
36 70 56
78 111 75
3 117 40
2 32 45
22 96 2
30 37 68
71 95 2
21 82 53
98 100 87
22 55 44
4 6 55
85 98 1
80 81 74
54 107 86
55 59 38
3 20 82
38 73 35
75 100 81
79 113 55
30 69 54
50 55 83
45 60 90
48 72 43
59 82 18
81 108 54
7 16 85
35 96 60
0 118 61
101 105 54
3 31 97
8 96 77
62 63 75
30 53 94
11 75 51
21 78 92
25 57 40
76 105 1
12 14 28
50 102 64
2 92 16
25 53 57
15 86 87
54 90 79
37 115 54
15 33 86
16 55 96
7 67 92
27 39 44
110 116 52
48 89 76
24 107 64
2 39 59
17 68 79
66 69 57
37 68 31
97 111 18
58 95 9
3 89 43
53 73 32
37 71 72
10 19 8
8 48 94
52 106 44
38 43 7
66 93 53
35 74 17
14 39 62
40 47 83
23 25 49
66 98 73
43 71 59
26 105 77
32 82 48
66 73 17
15 102 26
0 93 55
62 69 65
92 116 24
63 116 70
10 24 38
45 116 79
56 108 72
12 43 21
24 97 64
12 102 19
27 82 2
11 52 16
13 36 95
16 23 2
15 37 16
47 51 98
62 66 86
100 112 2
81 89 62
1 27 28
4 61 77
34 111 62
24 101 68
40 57 97
12 95 71
3 42 65
5 46 62
116 117 6
57 111 29
3 17 51
50 97 63
17 64 31
13 56 90
81 97 47
105 111 63
9 104 77
11 20 79
28 71 30
108 119 74
1 28 85
75 78 6
5 6 45
6 87 12
1 10 2
66 101 84
36 67 87
1 7 59
20 34 7
21 28 40
64 83 28
74 90 5
42 58 35
5 53 88
79 119 91
13 102 39
12 19 98
27 75 89
28 46 69
61 94 74
2 20 89
64 104 94
43 73 93
68 105 13
0 95 97
7 30 74
9 28 40
0 28 6
97 101 35
72 118 81
80 90 33
86 91 11
9 102 50
2 12 13
88 95 44
7 79 12
24 57 51
52 84 20
30 92 3
82 93 70
78 107 33
2 36 51
116 118 94
6 96 76
8 46 34
99 116 48
13 103 89
18 42 59
16 60 28
36 61 52
12 42 49
49 68 96
19 25 55
44 71 48
39 58 4
9 82 46
38 94 29
12 118 88
51 77 58
7 50 63
53 61 92
30 93 47
42 95 87
35 70 82
76 102 48
69 108 49
27 41 35
101 112 68
51 83 84
86 92 57
103 108 73
7 21 23
20 105 11
65 118 12
17 76 13
71 105 50
15 58 37
8 114 98
13 46 46
61 102 21
49 111 74
38 69 32
64 101 76
50 105 64
50 84 84
3 61 14
11 44 8
40 71 43
6 47 20
0 83 43
6 69 60
98 112 58
55 100 16
23 69 66
38 68 57
20 106 20
95 109 17
102 104 57
13 32 7
1 40 59
97 117 52
21 110 14
65 72 41
16 109 96
51 78 55
60 65 51
27 58 94
20 65 3
49 67 42
74 115 23
95 104 80
12 32 89
100 102 38
24 65 33
12 30 9
35 80 62
3 93 81
38 42 15
74 84 55
81 95 26
5 59 74
24 26 24
30 110 100
71 98 45
33 46 100
13 70 94
40 94 20
50 119 5
51 84 41
74 104 10
53 59 98
3 37 97
15 65 3
57 71 53
37 74 46
33 93 29
18 63 55
8 78 82
29 70 45
29 82 45
64 89 3
21 26 34
17 18 50
17 61 1
12 117 96
6 45 43
25 101 37
72 92 95
9 38 30
19 99 51
52 111 67
46 119 4
58 118 19
44 55 86
29 51 17
6 98 7
53 118 23
53 101 17
52 87 5
34 70 90
94 103 88
23 100 90
79 98 62
7 91 56
58 115 86
25 91 71
87 115 94
55 92 94
60 93 90
57 108 35
29 112 46
62 80 44
91 118 16
32 110 11
39 54 3
16 50 6
2 45 29
71 109 91
45 100 1
69 88 73
10 11 7
31 100 53
32 107 74
11 23 81
57 92 89
32 68 87
16 91 99
5 28 12
19 79 53
10 97 64
2 33 56
19 88 37
18 54 35
47 87 42
32 58 71
12 100 21
15 96 71
76 98 14
0 9 82
47 56 12
95 113 3
19 85 88
47 107 93
3 30 40
88 103 31
12 24 12
8 18 53
3 77 87
52 82 3
91 94 74
96 112 36
54 66 13
14 44 42
87 110 13
97 108 79
84 108 16
14 53 43
49 55 68
11 101 65
28 76 91
11 84 43
76 104 79
71 103 8
21 48 30
99 103 21
87 105 53
35 43 79
10 52 93
0 88 17
4 62 62
69 94 19
20 30 27
4 58 83
72 79 64
36 96 39
64 105 79
87 90 74
68 111 72
32 118 49
67 106 11
18 74 32
54 108 49
28 69 90
32 113 78
42 94 1
7 61 79
50 94 3
86 117 97
87 111 9
51 52 45
2 79 17
44 111 32
23 84 40
20 25 60
1 85 87
19 62 97
11 21 52
56 105 34
80 109 73
45 115 42
20 117 21
61 75 30
103 113 26
45 99 49
41 49 50
15 42 34
92 110 100
16 85 74
74 78 16
2 111 38
31 92 47
16 96 46
33 110 10
18 117 53
15 28 29
34 100 87
13 73 70
105 106 4
53 81 99
9 96 85
67 118 1
83 85 95
44 92 80
94 101 39
20 60 15
64 87 55
32 37 75
65 68 49
15 68 18
48 78 66
61 99 90
39 41 14
24 88 16
50 71 32
43 100 40
14 63 3
11 33 4
41 112 29
83 101 87
48 50 34
28 101 4
42 43 70
0 10 80
57 73 88
38 71 28
9 80 26
64 114 52
22 46 28
33 115 69
86 107 76
59 65 83
34 69 87
77 113 18
4 98 23
3 24 33
69 72 4
43 88 38
13 114 88
24 106 26
83 117 70
38 70 72
32 106 85
1 64 44
4 23 76
30 67 10
106 112 24
14 46 87
74 82 80
41 57 22
12 17 77
25 59 80
18 75 59
60 111 97
51 63 52
43 82 1
1 49 2
85 104 78
62 106 83
19 34 51
58 72 36
20 44 72
72 112 22
50 65 24
6 107 96
32 57 88
89 93 5
17 60 25
28 73 44
44 108 73
0 11 10
93 118 63
3 49 15
48 109 93
4 32 85
24 42 21
8 62 42
21 45 4
5 103 70
32 55 92
50 54 7
4 46 94
102 114 91
59 108 53
30 116 43
1 19 70
31 85 53
59 90 31
51 119 83
88 93 58
60 88 62
67 108 9
41 115 41
54 119 67
58 67 50
1 36 80
24 37 39
49 104 49
24 80 83
35 91 39
82 97 49
10 118 33
30 45 99
22 87 89
32 111 72
35 84 35
0 85 8
79 88 86
76 79 41
19 58 100
107 117 52
102 115 88
30 90 89
80 82 70
30 87 73
30 75 31
92 94 71
29 96 30
11 42 24
15 23 24
40 95 28
0 115 51
43 68 58
60 73 74
59 85 10
62 119 25
27 52 73
48 66 65
16 100 15
40 86 10
24 77 12
11 22 82
27 28 69
32 87 43
14 36 68
19 51 85
12 64 41
31 111 81
85 93 95
24 62 15
15 71 100
64 118 59
23 116 53
72 88 63
40 84 16
59 118 96
1 111 63
65 88 65
60 89 19
25 33 77
79 86 55
65 80 40
47 76 35
24 68 24
36 111 21
30 48 15
42 70 28
72 104 17
6 25 8
66 80 75
17 63 13
45 65 71
36 97 89
21 76 2
42 98 90
19 37 34
40 49 10
31 93 67
17 33 18
15 118 79
24 82 6
40 43 68
78 97 63
16 79 78
27 112 84
86 95 64
0 25 19
35 115 81
27 94 40
43 108 70
87 113 72
11 31 26
26 101 64
81 82 78
7 103 19
54 86 15
16 71 3
24 52 54
14 54 83
44 105 67
36 66 78
41 64 28
7 98 6
97 105 79
0 111 70
80 116 44
110 118 47
5 33 21
12 46 5
33 84 34
44 62 59
46 50 32
14 81 51
73 101 3
32 40 28
50 89 71
34 55 96
6 81 28
16 27 8
16 113 49
53 78 15
50 74 30
16 94 4
2 51 82
28 88 2
89 104 58
44 54 59
104 117 91
18 36 92
11 90 51
60 117 68
51 66 48
17 55 43
20 97 1
40 73 50
13 68 46
48 85 14
56 81 13
89 96 68
35 104 20
114 117 18
10 87 24
24 50 12
10 100 57
75 88 31
53 116 31
54 55 54
58 93 81
12 105 61
18 97 74
108 116 57
6 119 98
43 109 52
72 77 87
70 93 25
86 114 13
41 73 84
70 89 17
32 59 25
17 79 59
32 84 19
77 106 43
42 99 28
20 27 92
60 118 96
93 116 36
27 57 78
52 54 21
28 102 27
64 65 15
31 114 78
71 78 73
63 95 11
81 119 89
6 23 67
21 90 73
96 98 91
45 87 20
36 56 38
51 76 64
91 111 49
2 73 34
0 89 66
70 101 70
53 71 10
58 113 24
31 96 52
3 14 34
84 85 97
74 112 6
42 45 4
25 62 34
12 27 81
13 31 24
47 85 48
34 87 6
84 101 92
2 46 27
8 27 27
12 20 97
13 45 66
34 89 91
41 80 65
44 85 67
37 86 24
39 44 84
62 115 91
76 119 100
37 77 11
67 114 12
14 90 72
74 102 100
24 27 39
1 82 38
38 87 45
28 51 81
40 106 98
1 43 8
2 7 53
113 118 95
20 98 19
83 112 27
17 45 49
56 86 86
44 89 85
54 91 92
34 118 5
3 81 1
49 98 44
24 90 47
13 71 30
5 23 12
36 60 12
50 110 34
26 98 71
2 84 22
5 111 9
72 110 86
26 72 3
81 96 48
6 41 74
