772 40
3 5 74
6 31 44
27 30 28
33 35 46
36 37 96
16 21 92
33 36 85
4 25 97
1 19 84
0 26 17
6 7 10
20 32 42
18 33 63
15 16 56
6 27 99
4 36 59
11 15 88
1 7 89
28 37 73
12 18 45
8 11 54
10 36 86
7 14 51
23 28 87
9 18 54
11 34 32
30 37 41
2 32 93
3 18 89
28 39 69
18 25 70
14 32 26
34 39 92
5 22 82
8 13 24
25 27 68
11 14 27
27 28 29
10 17 79
21 37 52
18 35 48
1 23 5
32 36 71
10 21 67
2 17 18
10 24 49
2 21 69
38 39 30
7 18 30
5 16 53
14 24 19
6 12 82
23 36 7
12 26 86
13 26 3
20 38 16
17 25 8
12 32 28
13 28 88
10 22 80
5 28 56
5 31 37
24 39 45
11 18 76
3 7 62
9 17 36
5 26 88
5 7 24
21 30 98
10 39 58
33 39 44
5 37 40
4 11 66
15 36 42
8 34 64
24 26 94
6 38 58
11 31 99
0 8 8
7 28 50
8 10 23
8 16 14
27 37 18
4 33 61
2 14 30
12 27 37
8 29 60
25 38 74
13 36 56
0 3 99
1 18 60
5 13 96
13 32 72
24 32 38
25 30 89
7 27 51
22 23 57
28 38 78
0 22 33
29 30 72
29 38 78
14 31 77
27 33 51
19 25 78
15 22 96
13 15 57
37 38 78
3 19 2
20 22 84
1 25 63
19 28 17
25 33 57
25 29 11
12 37 50
9 15 12
6 8 46
10 34 90
0 31 63
5 29 16
14 20 91
3 17 45
10 33 46
5 14 14
26 37 17
13 37 40
4 38 52
10 27 8
3 33 62
23 25 5
1 8 36
9 14 20
7 26 8
23 39 61
21 28 95
5 19 38
9 38 47
0 39 95
28 30 55
13 24 5
13 30 91
3 35 12
19 23 99
20 36 69
33 38 61
20 28 39
14 29 17
17 18 51
6 36 26
1 5 51
3 12 31
3 16 53
32 33 49
7 37 98
2 37 44
6 18 17
5 30 81
4 28 79
24 38 80
7 20 73
12 35 66
15 35 57
3 13 51
3 23 13
32 38 38
3 15 69
14 18 33
9 20 97
18 30 13
13 20 9
23 38 23
0 15 46
3 22 38
20 33 32
17 29 43
16 22 46
4 13 51
2 12 4
7 36 7
3 31 15
12 14 81
26 33 95
23 24 62
1 2 95
11 20 91
4 31 25
23 37 93
12 31 33
12 21 99
17 30 55
3 34 31
27 34 75
2 9 95
13 18 4
3 28 22
2 11 18
6 13 57
5 17 1
1 17 40
27 39 37
22 25 93
29 31 90
12 23 85
18 28 57
2 22 7
5 9 93
1 39 69
15 38 63
9 23 12
20 30 96
16 18 28
14 35 7
6 9 76
11 19 27
19 20 86
10 30 95
17 38 94
15 27 47
21 35 78
10 13 80
24 25 54
24 28 99
14 30 94
0 29 41
4 37 46
12 25 46
4 12 5
25 39 87
26 35 34
30 36 31
21 32 77
6 22 90
20 35 3
4 21 34
33 34 22
0 35 54
8 23 83
8 22 96
26 32 19
5 33 99
16 36 59
1 32 54
7 22 100
17 27 51
8 28 10
5 8 43
0 18 57
3 4 49
3 14 63
1 16 69
7 13 15
25 28 27
2 4 8
9 22 76
22 31 91
4 16 96
18 27 41
12 20 39
16 30 92
17 32 81
4 19 99
18 20 63
5 35 100
9 36 20
27 36 78
1 20 52
9 13 17
0 20 72
2 13 67
22 35 83
1 34 40
21 33 5
7 19 82
8 26 71
18 19 53
19 36 6
8 18 28
16 27 97
10 23 89
19 30 36
12 33 12
0 2 100
0 9 51
1 21 97
3 21 68
21 31 15
2 8 6
24 37 18
0 19 45
15 26 1
20 26 49
11 12 99
15 19 25
15 37 36
29 32 93
5 34 47
27 29 90
9 27 70
11 26 27
7 29 47
6 34 72
19 37 41
29 37 9
14 23 61
34 37 60
8 19 73
4 14 31
21 27 47
19 22 19
31 39 34
18 34 8
31 34 70
16 17 59
0 6 38
6 32 63
12 30 72
10 12 32
6 16 27
8 33 35
19 21 79
5 25 57
24 31 43
9 31 97
12 15 80
17 37 67
2 28 23
7 38 91
9 21 68
2 15 8
0 12 96
31 36 46
1 29 31
10 19 81
13 38 95
19 35 41
10 20 73
37 39 20
24 27 100
2 26 66
3 11 85
9 32 95
32 34 62
0 16 3
6 35 42
22 37 55
9 12 13
15 31 8
24 29 100
4 6 82
4 5 79
35 39 52
16 24 60
25 35 25
8 31 47
26 27 3
20 27 16
6 24 53
6 37 77
4 17 98
14 37 34
10 29 71
15 18 51
25 26 32
4 34 41
9 33 86
9 19 11
19 34 35
6 11 83
11 30 28
1 4 38
27 38 60
36 39 64
8 37 2
6 17 84
6 20 77
22 26 52
6 26 46
21 26 45
14 34 76
30 32 22
17 20 7
10 15 35
35 36 98
16 29 33
6 14 74
6 28 75
1 9 96
0 24 84
7 17 86
9 26 47
10 38 11
3 6 1
28 29 90
2 27 73
1 12 65
23 31 60
12 28 100
6 25 81
14 19 61
17 39 40
15 34 77
10 11 100
8 21 66
4 23 56
10 16 36
18 21 87
5 36 91
10 25 42
8 39 41
7 31 39
7 39 78
8 9 5
5 38 72
8 38 4
4 24 33
3 36 49
5 10 60
13 16 6
15 28 3
0 10 31
12 19 4
21 25 58
1 31 29
12 22 12
0 38 56
14 21 32
3 8 63
9 16 99
31 38 71
8 32 74
15 30 3
19 29 40
6 29 44
11 32 17
15 17 45
13 39 55
17 35 55
20 24 99
18 32 73
23 32 14
34 35 46
12 24 28
11 23 84
20 21 44
15 21 71
0 33 16
34 38 44
14 28 1
19 27 3
4 32 38
26 31 63
19 33 47
7 23 3
17 19 95
14 27 33
17 31 48
19 39 36
15 39 2
14 15 12
18 39 14
1 28 63
9 30 26
11 25 42
8 20 93
5 39 57
7 15 36
14 38 12
5 15 60
7 24 50
4 15 77
22 28 17
13 31 1
6 23 43
4 9 29
0 23 42
2 3 98
25 34 61
22 29 18
27 31 35
16 26 51
0 28 88
2 36 72
34 36 17
30 33 95
9 37 62
15 29 13
5 12 56
11 17 21
14 39 86
14 25 34
25 31 70
20 37 99
17 34 20
11 27 55
14 26 64
30 31 25
17 22 95
4 30 89
13 29 64
5 23 86
15 33 76
5 21 52
15 20 54
9 10 5
1 38 83
15 23 6
17 21 13
3 20 35
0 37 27
22 34 93
2 29 96
9 24 9
25 36 66
2 35 36
4 22 98
26 34 85
22 36 7
9 35 14
14 22 92
18 31 40
23 29 20
12 16 44
19 31 98
9 29 10
15 25 80
12 29 80
0 30 41
8 12 94
10 35 44
32 39 15
12 36 39
3 25 16
13 21 92
11 28 4
15 32 16
17 26 32
19 24 97
21 38 4
