1785 120
57 75 54
49 111 32
93 107 35
34 97 92
23 91 7
50 73 11
80 85 32
24 85 78
93 97 13
24 71 40
17 34 38
40 66 84
10 57 90
27 78 5
6 17 77
9 85 58
5 62 30
7 95 38
19 103 64
15 51 30
39 105 38
12 116 32
16 52 82
17 29 57
33 114 74
33 74 8
39 94 62
83 95 25
69 73 99
95 102 4
3 44 98
28 104 91
16 99 92
30 72 72
7 118 98
43 86 97
58 105 22
35 80 25
69 104 91
21 81 81
26 85 37
59 83 7
36 106 12
84 86 68
43 59 100
10 33 39
32 38 96
36 63 45
29 45 68
21 114 82
21 91 43
28 45 56
8 112 16
41 56 26
93 95 79
32 93 36
82 93 85
34 113 47
59 73 100
25 57 13
23 30 6
26 77 47
7 33 10
14 52 81
86 111 63
67 96 85
4 90 4
62 82 33
17 69 13
95 101 66
12 57 37
35 99 8
42 75 57
1 97 11
107 110 91
26 101 72
58 82 75
25 95 71
9 102 64
35 66 31
0 98 61
63 75 45
79 104 88
51 84 58
84 112 77
6 32 27
94 112 89
64 93 55
18 77 35
84 100 15
50 76 45
48 73 88
1 35 57
72 96 98
74 77 20
16 102 18
52 112 51
51 98 69
35 47 99
0 94 44
79 100 58
32 35 88
26 112 59
46 62 36
57 88 28
19 90 26
93 116 61
20 109 4
2 93 52
11 33 58
2 68 20
47 90 18
81 112 38
10 104 96
9 97 28
89 104 92
54 117 59
12 73 11
11 67 44
73 92 16
33 104 23
6 83 66
49 51 52
102 114 95
9 110 16
26 90 56
94 114 3
73 76 8
26 55 15
50 104 76
13 25 44
61 84 65
6 12 58
25 75 19
76 115 32
39 64 99
3 77 6
41 82 91
4 17 37
7 15 33
5 52 15
82 119 89
38 49 49
6 69 49
45 115 98
62 70 62
69 71 99
1 69 73
10 113 1
40 118 60
23 99 2
85 119 72
16 97 66
6 60 41
100 101 29
69 98 77
60 74 62
67 86 72
37 76 50
44 72 65
60 63 73
43 114 11
61 119 4
77 102 67
36 55 76
12 77 99
35 53 58
65 77 73
67 71 79
84 96 82
2 17 5
8 83 17
14 64 79
72 105 64
79 91 5
63 106 30
2 39 77
41 95 40
76 78 40
20 32 21
24 114 66
31 108 70
3 47 70
11 74 29
0 62 90
67 108 24
60 78 69
77 101 80
55 97 38
6 64 65
42 110 83
58 68 10
9 10 73
8 119 59
3 12 77
35 69 35
57 73 83
79 84 45
85 95 6
31 44 88
26 30 73
70 108 20
13 58 33
57 93 20
5 116 94
54 83 83
25 69 1
15 71 91
54 59 93
1 102 49
9 75 77
28 97 87
16 100 85
3 5 33
61 98 9
77 114 90
71 87 50
19 37 44
25 52 34
59 94 81
92 105 85
40 96 52
77 85 94
2 3 25
80 114 12
16 17 91
13 18 78
50 117 63
82 87 53
77 90 54
60 67 77
43 60 57
36 76 59
13 33 96
25 82 82
4 20 89
45 62 10
2 31 68
58 63 15
71 108 32
11 71 11
60 77 87
21 30 48
20 80 69
62 64 45
50 91 56
6 34 48
17 24 92
28 48 35
34 70 93
29 117 80
39 70 66
10 97 16
84 101 69
37 84 69
96 116 87
12 29 63
42 102 2
79 118 42
46 110 70
45 106 43
60 117 24
61 67 65
64 79 78
78 113 58
15 42 53
57 117 74
30 102 1
26 115 97
55 91 45
30 113 12
41 103 67
45 60 18
16 41 46
42 56 95
52 81 47
51 66 6
80 113 40
45 57 41
50 83 46
20 76 26
32 72 70
68 98 43
46 71 11
85 99 16
41 62 65
47 53 24
49 97 71
72 113 86
63 103 62
47 78 77
13 44 4
64 86 23
36 88 82
115 117 20
4 45 26
4 68 97
59 75 91
9 80 35
73 102 74
19 105 7
14 102 23
12 17 49
10 73 8
12 81 37
24 113 47
39 53 77
16 98 7
97 117 51
32 59 83
19 45 10
22 30 44
26 36 32
11 93 67
21 99 49
16 112 15
1 103 38
74 118 7
36 50 46
5 87 10
42 63 79
67 75 95
91 100 68
10 70 81
12 118 95
93 113 20
15 97 74
0 87 92
1 65 58
2 30 16
23 111 36
38 90 84
14 111 58
47 116 5
0 51 68
66 78 61
11 97 83
92 109 52
62 78 17
64 119 1
1 67 40
98 111 91
67 81 49
14 105 78
15 70 82
20 29 33
81 109 48
3 18 32
49 103 2
3 41 87
33 37 50
29 94 28
14 60 29
2 110 73
40 89 83
32 100 63
32 44 11
21 102 20
11 58 42
55 92 59
59 76 67
13 41 72
13 74 51
6 8 81
66 119 22
5 48 53
8 30 54
1 57 98
30 35 68
35 107 37
17 41 15
20 72 4
36 67 83
88 91 85
23 62 5
19 26 74
34 80 41
6 70 31
106 114 28
27 34 6
10 25 54
41 89 15
49 83 30
29 105 83
0 101 26
54 84 69
29 35 44
34 114 67
25 87 28
5 11 7
93 109 4
28 61 91
44 113 64
29 99 34
76 84 24
63 102 83
88 97 6
83 115 5
15 109 51
40 100 43
78 91 71
2 41 4
70 87 21
2 89 32
9 24 54
103 107 41
30 94 40
5 88 45
12 21 84
54 97 60
62 93 30
13 73 97
88 114 46
97 100 80
11 47 34
86 109 9
21 28 9
93 115 36
20 66 94
60 95 98
45 91 81
69 97 52
49 70 42
22 76 75
2 57 47
7 67 26
17 33 51
16 46 49
23 70 51
56 64 15
7 116 47
102 115 18
1 32 8
85 107 92
64 81 96
59 104 90
39 83 7
31 75 81
51 81 48
32 86 15
11 29 81
59 117 38
95 111 84
25 117 45
38 82 26
39 118 57
40 48 96
23 76 78
75 102 60
31 72 81
87 94 61
59 89 78
4 38 74
12 58 84
98 119 15
39 119 34
78 79 96
11 92 5
31 92 30
49 107 42
16 21 82
6 75 53
19 114 95
94 99 30
30 65 53
10 68 77
34 76 67
15 76 15
10 54 30
17 21 16
15 74 93
39 51 80
33 39 74
19 40 42
72 88 7
15 98 73
42 108 52
27 90 73
4 80 78
42 67 69
27 71 16
59 116 46
66 86 63
25 56 50
