885 60
40 55 88
2 53 79
30 50 41
13 57 97
8 33 69
28 43 15
21 42 85
39 48 51
3 26 8
11 25 60
33 35 93
8 54 92
7 28 45
5 16 76
36 45 67
10 49 75
14 37 58
11 37 16
0 52 25
11 44 18
0 22 72
6 48 93
35 53 20
4 52 30
13 41 34
49 57 28
28 36 15
26 30 87
28 48 30
15 58 41
15 53 28
26 41 64
7 57 53
51 58 10
12 13 43
1 27 54
45 48 77
28 49 93
32 57 81
26 52 53
43 45 24
0 18 72
8 58 50
19 30 48
2 45 22
36 56 50
26 48 72
16 40 85
18 39 99
29 31 66
9 30 26
18 58 94
11 58 81
2 35 31
11 23 55
33 46 88
17 32 23
19 35 41
11 47 16
6 58 58
22 34 15
14 32 99
15 27 91
16 28 33
31 36 43
26 38 75
28 55 42
21 35 53
11 53 71
36 40 30
36 46 92
23 54 60
9 54 93
22 31 85
22 33 89
28 37 59
1 34 76
18 40 10
2 57 16
17 36 29
13 46 83
37 38 48
4 9 70
37 39 6
5 43 5
13 50 32
5 58 76
16 21 32
9 35 86
10 39 86
38 41 75
27 48 91
6 9 6
13 45 44
32 39 48
3 55 72
29 49 16
23 28 91
4 12 57
23 45 9
49 51 52
38 49 22
50 53 15
4 10 23
16 34 3
19 34 59
9 16 34
14 36 85
3 53 42
11 40 48
18 54 10
12 27 25
14 17 61
17 41 43
48 52 47
21 57 55
20 32 99
52 53 93
31 59 15
3 33 82
32 49 57
7 39 35
38 44 69
15 41 35
33 52 27
2 36 1
23 43 39
50 56 41
32 36 94
15 48 85
10 52 7
31 32 66
18 42 17
39 59 2
0 44 29
8 28 51
0 41 7
20 42 73
22 49 63
4 17 5
6 11 18
11 45 15
38 45 17
5 38 17
51 57 17
16 50 45
25 30 75
4 13 72
42 59 33
37 54 4
1 40 57
14 52 27
24 48 81
0 11 85
21 50 39
24 41 45
30 43 95
14 57 88
12 56 27
26 35 85
6 13 40
1 55 16
50 55 78
44 50 23
13 17 94
19 42 45
37 50 31
0 43 44
1 41 11
2 19 70
27 42 7
9 49 74
8 23 99
19 52 4
4 49 63
11 43 4
24 36 8
32 48 63
3 23 43
3 52 47
1 58 98
33 40 7
34 45 98
20 57 65
15 29 22
27 31 18
7 21 44
2 22 34
3 9 47
13 33 6
5 46 40
37 58 41
27 59 55
13 44 47
1 49 76
4 35 60
17 21 64
42 47 83
42 56 94
37 49 63
15 55 82
0 46 23
9 45 57
11 36 22
29 54 37
3 10 87
10 12 40
6 52 82
3 51 4
9 53 52
18 19 56
30 57 50
22 32 55
26 28 46
44 58 36
8 29 9
0 31 22
13 26 73
35 41 7
1 29 42
1 9 18
2 6 83
11 30 9
35 39 48
38 50 17
0 13 92
9 29 79
30 44 16
11 39 97
17 29 75
39 52 32
40 46 74
32 59 24
1 4 86
38 40 95
21 34 89
20 34 78
22 57 7
8 51 40
11 31 5
33 53 22
0 19 26
14 56 36
18 25 80
16 58 10
2 27 56
30 47 67
24 51 61
0 58 21
33 51 63
22 51 96
17 30 84
7 55 26
55 56 66
31 48 2
1 2 13
2 33 60
25 59 57
18 52 8
39 57 70
10 22 8
23 25 49
4 59 83
40 41 80
47 53 17
48 59 90
40 57 75
17 57 57
7 41 3
8 13 66
17 31 78
8 35 67
13 34 98
0 59 63
31 56 8
25 26 29
16 24 13
20 29 62
32 50 100
33 48 38
45 56 91
7 16 16
4 32 62
48 51 43
0 14 84
23 50 27
8 56 22
10 40 60
1 5 47
21 24 69
16 42 18
10 53 28
35 56 88
20 58 6
17 39 12
21 26 100
25 31 40
18 43 12
19 47 1
27 30 64
56 59 24
5 18 84
22 45 4
22 55 24
14 48 79
38 57 6
18 49 26
6 38 6
40 42 81
19 53 11
10 28 58
22 46 64
39 51 38
52 58 97
9 47 54
12 52 87
19 25 42
23 29 64
4 31 90
22 28 78
1 54 29
2 54 82
10 24 59
37 57 59
12 25 38
25 35 47
20 35 58
23 33 91
2 43 72
27 58 39
22 29 14
1 37 49
12 49 74
23 40 2
16 30 12
5 6 39
22 56 9
14 44 94
26 44 79
27 52 75
30 36 55
9 14 66
36 57 100
28 59 85
4 11 16
36 55 75
33 58 33
13 36 36
8 59 68
23 26 10
31 45 7
10 43 97
4 48 2
16 17 47
15 39 22
15 51 40
35 54 100
3 50 38
16 41 69
5 22 19
0 6 35
27 43 30
15 42 97
5 30 62
14 54 91
14 30 66
34 35 3
8 22 68
7 36 82
14 25 10
18 29 46
25 38 70
37 52 94
21 38 91
30 35 44
36 52 34
6 34 64
22 43 50
45 49 3
7 54 60
16 23 73
32 43 3
12 40 30
13 52 80
10 18 96
29 46 5
25 39 63
38 53 86
26 58 11
4 6 57
26 39 64
45 50 38
20 28 56
29 35 92
5 23 73
36 41 82
20 43 17
15 47 91
5 29 32
30 54 20
1 23 16
38 58 96
25 52 21
15 35 75
0 17 57
11 46 65
23 38 57
1 28 87
6 56 55
2 55 51
15 19 57
12 18 42
35 43 28
45 53 33
40 53 7
42 45 70
18 50 10
39 41 30
45 58 97
1 36 78
1 14 27
34 48 4
5 8 90
11 35 84
9 37 34
3 58 5
7 8 87
0 55 67
5 31 29
37 42 46
6 21 94
34 58 99
41 45 7
2 39 14
19 23 22
15 26 2
47 56 43
31 33 30
5 24 75
12 58 100
19 29 31
28 33 18
40 44 57
34 54 77
3 8 12
6 55 50
56 57 26
48 56 86
3 25 64
18 38 58
6 26 3
25 46 96
6 54 53
24 25 96
38 42 86
6 43 20
34 57 8
44 55 97
17 50 22
0 16 36
28 44 39
1 52 12
25 32 11
21 32 16
19 43 69
4 15 50
4 45 56
4 54 81
6 12 62
10 42 38
18 35 81
11 28 29
35 44 22
7 30 19
0 27 86
30 46 91
46 52 41
10 57 88
8 43 72
10 13 96
29 47 91
21 52 14
17 28 34
37 55 31
44 56 66
1 30 18
30 41 89
14 51 53
55 58 2
47 55 89
25 33 99
7 19 69
22 38 41
16 59 44
31 34 20
25 43 17
6 24 33
18 34 96
34 42 32
7 40 10
27 34 78
5 49 22
4 27 11
13 21 99
20 56 76
34 37 18
31 54 66
20 59 47
37 48 40
3 34 50
33 45 63
37 47 80
0 26 95
3 24 1
44 53 96
7 22 7
42 54 23
24 50 26
0 20 91
14 46 1
10 41 92
21 25 65
4 34 7
23 37 39
14 19 82
32 51 42
33 37 60
4 33 5
53 59 85
1 25 18
3 49 65
22 25 92
19 33 45
9 59 24
22 37 84
8 16 44
43 59 20
24 46 69
12 51 77
7 11 49
15 59 45
28 42 60
27 39 20
9 51 82
43 53 34
9 15 1
29 34 46
31 53 33
28 45 84
21 59 74
33 34 99
16 18 16
9 44 28
14 26 95
25 51 80
12 21 57
4 40 21
24 30 51
10 25 94
18 24 53
