1237 100
37 55 94
40 95 77
0 81 34
28 91 88
40 65 21
41 80 43
30 72 39
52 54 80
67 86 82
57 98 54
5 70 55
61 90 35
5 33 78
59 69 43
60 74 52
51 99 52
59 64 100
49 72 34
72 77 41
19 47 40
44 52 28
42 67 92
8 93 34
16 31 23
80 91 64
1 48 7
0 40 38
20 28 60
2 84 49
2 39 39
6 20 25
22 26 43
37 44 50
20 89 94
5 73 62
21 70 69
79 96 72
15 53 94
23 84 72
49 99 75
42 45 69
28 60 3
61 74 19
4 40 13
8 81 12
70 86 13
46 55 95
11 51 60
53 69 5
69 71 36
18 59 97
23 52 33
64 85 2
45 70 9
18 26 10
32 97 12
62 66 69
17 28 21
16 52 77
9 36 19
50 92 64
45 82 14
56 76 19
22 31 24
74 99 94
30 77 14
36 68 66
64 69 11
0 9 76
0 30 20
41 91 13
72 76 88
66 78 22
49 97 68
31 83 97
71 81 1
29 66 74
16 41 50
52 83 81
10 61 24
15 76 75
11 90 33
18 70 90
1 25 99
52 91 23
55 90 92
22 89 41
8 67 29
0 52 22
18 96 74
11 16 71
65 98 96
60 80 73
53 76 87
10 33 28
56 61 91
30 61 3
3 53 48
17 96 11
69 94 91
32 58 70
15 96 68
2 23 92
65 77 71
65 90 87
20 85 51
29 54 60
56 89 7
26 36 50
1 11 92
39 64 9
8 12 99
55 65 79
16 68 81
49 84 53
9 29 7
5 68 81
36 37 74
70 99 23
40 52 9
57 89 57
30 98 20
22 41 58
39 93 96
51 68 33
21 53 60
19 95 41
51 60 69
15 54 23
1 35 95
10 25 67
42 88 76
24 38 96
11 24 68
10 26 59
52 94 89
45 85 30
11 78 73
77 91 17
13 78 14
45 88 30
34 90 18
46 51 99
57 72 84
32 91 57
4 25 83
1 99 98
40 72 76
6 57 9
21 33 59
61 89 26
7 61 24
27 98 15
87 96 42
20 24 53
35 36 48
6 95 21
82 91 84
21 97 88
40 68 81
73 87 13
8 70 35
4 17 5
52 90 23
37 97 95
8 11 44
45 76 9
29 30 39
63 98 80
10 93 34
26 71 44
17 85 9
5 48 31
1 39 40
3 10 27
42 91 64
65 71 37
25 63 48
6 25 39
19 45 52
50 93 81
54 96 69
31 73 97
42 74 50
8 50 49
31 75 93
39 43 17
43 59 8
8 48 27
21 44 41
34 80 28
30 54 72
53 60 4
3 55 88
73 76 91
0 16 95
52 79 59
57 73 24
