4900 100
50 66 27
28 78 85
72 98 59
60 87 9
13 71 93
68 97 44
10 26 64
35 80 36
8 27 70
16 59 91
96 97 14
38 54 73
48 49 9
10 39 29
67 96 23
31 49 33
22 77 42
23 54 37
55 99 90
25 80 81
57 70 73
68 74 82
80 92 92
27 28 42
17 82 32
39 49 92
12 73 74
6 29 18
12 91 64
39 52 55
28 50 68
25 47 23
66 85 23
28 85 86
0 71 18
17 25 21
1 59 53
2 99 80
32 52 73
12 62 50
15 78 6
0 93 59
23 93 23
10 35 45
80 81 29
52 55 80
83 97 18
45 71 12
63 66 41
43 96 26
18 43 19
3 59 73
35 76 5
27 86 41
46 75 81
76 86 8
61 99 99
5 78 30
14 28 79
79 81 39
13 20 63
66 91 67
31 90 3
67 90 60
20 51 48
13 22 3
23 89 48
59 92 10
34 79 38
21 59 15
0 52 43
9 32 53
37 50 56
52 99 5
66 81 23
0 79 52
44 93 77
12 35 43
9 78 87
13 18 82
6 73 9
25 88 91
6 34 11
21 27 62
20 69 52
69 78 26
68 77 92
47 68 49
46 66 10
39 61 81
15 42 99
11 74 32
33 60 80
46 50 82
68 94 90
19 84 78
60 86 49
38 52 32
18 56 68
29 58 28
31 64 83
84 98 21
31 92 69
38 74 99
16 94 86
19 88 20
5 77 33
26 98 45
2 63 86
18 34 100
89 94 25
13 23 17
67 87 19
25 90 94
43 53 58
19 72 89
25 89 9
15 83 8
3 52 78
28 83 87
48 85 51
5 36 70
48 51 10
8 19 99
13 83 51
10 56 62
12 57 49
73 74 55
70 83 34
25 87 39
12 21 93
30 95 89
70 89 22
58 60 47
29 42 23
58 59 96
8 69 64
26 92 30
0 98 90
75 98 39
51 66 84
36 89 39
43 48 47
66 97 13
0 82 68
3 5 73
29 51 21
15 45 86
28 49 38
66 99 96
37 41 24
40 53 88
42 44 97
73 88 56
28 30 54
36 57 87
16 90 20
9 30 53
24 78 7
49 50 89
3 42 47
17 27 57
1 91 65
42 95 68
26 89 63
8 53 30
43 74 98
59 75 70
41 46 15
65 74 82
2 96 33
41 98 66
34 97 45
21 48 12
51 90 50
1 56 24
30 43 82
57 65 16
21 83 87
57 95 74
34 46 95
25 94 98
47 61 49
37 67 12
9 44 68
45 97 77
6 75 42
33 54 95
11 64 58
25 63 7
19 93 32
38 72 24
20 88 48
18 50 13
11 97 93
56 68 89
3 6 81
16 41 95
25 67 47
36 38 75
80 89 1
78 98 6
31 76 39
7 98 51
23 24 55
5 9 27
16 74 19
50 93 88
90 96 15
6 22 81
16 82 100
12 42 12
11 70 82
9 46 99
7 44 4
36 47 79
7 59 21
2 47 22
14 33 8
1 95 97
19 80 39
37 44 76
54 58 97
42 85 62
39 75 70
38 47 60
65 69 29
9 47 46
3 63 65
6 45 55
6 33 71
69 83 88
19 79 69
47 58 11
5 17 46
66 69 85
46 99 40
31 87 40
24 37 25
0 76 77
54 98 59
11 92 96
25 28 42
17 84 42
15 18 81
3 82 91
88 97 68
54 64 6
35 79 73
44 95 72
39 58 95
8 45 72
5 87 3
54 86 64
53 83 99
19 77 94
16 83 19
8 92 33
80 83 11
28 75 100
8 33 25
9 60 19
2 4 21
49 90 37
80 88 33
56 76 78
23 35 57
15 47 67
50 89 47
61 76 46
50 65 49
50 86 25
19 26 56
35 45 84
74 76 47
9 34 40
74 94 25
6 64 64
26 84 46
10 77 100
61 94 15
91 98 37
92 96 75
17 67 59
29 38 43
58 61 97
21 40 48
3 70 11
4 8 20
22 98 77
43 73 56
19 27 46
31 94 38
58 72 26
18 59 82
42 74 21
20 82 25
40 72 24
36 60 58
48 92 48
20 80 48
58 90 34
54 96 2
48 86 8
47 65 18
45 46 64
2 68 28
3 34 100
30 88 99
33 75 93
30 71 80
3 4 7
26 69 25
14 30 40
48 58 71
57 61 11
91 97 28
38 69 66
75 80 98
49 89 67
40 99 87
5 48 33
3 19 100
8 71 62
46 84 15
20 59 98
1 19 17
5 7 38
79 82 20
24 47 20
12 39 11
73 87 34
53 66 19
67 70 95
35 57 24
1 22 93
46 77 36
49 72 66
45 52 58
2 65 23
1 4 29
18 35 16
42 81 84
5 14 22
24 82 89
41 81 71
20 98 39
25 73 89
4 17 56
77 86 1
11 38 66
16 73 56
29 62 86
27 96 60
25 71 89
14 48 40
6 38 33
44 48 39
20 66 48
18 90 66
7 94 54
83 98 47
84 96 59
37 48 72
47 56 27
51 72 8
52 97 66
7 8 59
7 81 26
44 59 23
0 6 86
64 79 9
76 85 34
35 46 100
60 98 16
3 92 16
39 42 94
64 87 71
38 46 31
16 52 54
19 43 39
59 81 96
27 50 84
14 18 30
26 42 87
59 74 73
17 85 68
46 55 58
61 71 9
9 72 41
52 71 41
1 85 94
3 74 81
26 64 53
40 58 6
19 22 31
10 81 67
2 16 56
28 79 25
42 83 25
67 99 34
19 53 78
63 65 11
52 79 30
29 46 2
14 55 2
23 97 50
8 9 27
41 85 69
38 88 76
9 40 42
12 97 22
37 62 22
57 94 48
62 66 32
2 25 45
19 23 85
5 49 40
63 97 2
61 73 44
16 61 66
40 80 69
24 94 66
32 96 29
12 52 86
32 39 74
92 95 39
23 88 89
81 88 80
31 61 78
78 93 52
30 70 73
57 80 26
35 78 6
47 78 55
7 84 33
86 96 40
10 41 67
14 35 18
13 98 73
20 99 99
1 46 20
14 66 92
66 72 47
38 95 16
68 73 77
58 69 97
4 83 13
23 58 6
2 17 31
80 96 95
36 99 13
50 60 56
9 95 12
73 96 75
12 85 98
64 97 85
1 72 87
33 48 41
15 92 41
45 67 6
12 98 72
30 33 46
11 26 20
52 59 21
3 43 17
33 65 47
29 68 68
6 93 12
36 41 69
19 68 36
24 84 11
9 85 47
17 35 76
58 77 91
10 96 17
3 99 27
19 62 94
72 92 69
29 44 56
1 87 75
1 5 41
65 68 89
52 80 84
5 24 2
84 89 91
19 85 57
8 61 52
9 22 10
1 40 5
1 41 32
8 29 87
23 37 61
1 83 33
68 78 37
54 76 27
9 68 39
9 15 64
20 28 59
45 99 33
37 76 39
31 86 25
42 69 85
17 54 62
27 34 78
35 47 95
28 68 98
21 46 18
41 91 50
28 45 56
6 25 46
32 69 82
22 34 32
0 1 80
35 67 96
26 40 59
0 96 73
65 93 3
23 70 67
22 24 85
58 97 4
26 73 9
76 83 48
70 86 80
27 62 23
29 50 74
72 80 31
31 98 40
73 91 28
32 99 72
5 69 20
10 12 6
18 95 54
9 17 28
17 63 80
26 29 84
18 47 7
11 44 43
31 60 48
32 46 74
16 71 41
29 73 86
1 62 42
68 71 18
58 93 82
40 67 78
38 94 63
46 56 58
55 83 21
32 74 39
4 39 84
25 39 29
33 44 69
23 76 2
8 89 88
69 89 87
45 82 3
2 40 28
76 90 20
44 51 99
60 72 15
54 74 84
3 54 39
64 71 55
83 99 52
11 39 87
25 85 16
73 94 95
64 78 61
32 57 89
22 66 61
49 82 16
19 86 81
26 51 25
10 51 68
11 34 86
31 89 24
0 60 95
30 82 51
18 24 27
8 28 100
20 68 43
40 84 61
34 71 89
15 75 66
41 99 81
6 13 99
24 64 66
19 69 13
62 69 29
37 95 52
54 77 79
64 80 39
76 81 56
3 33 10
62 99 41
4 92 76
78 83 32
43 79 79
27 59 88
63 88 90
57 66 16
17 34 58
0 67 65
69 70 41
58 86 5
30 63 32
21 24 71
32 37 7
19 66 89
41 70 43
82 86 22
7 80 2
44 64 73
17 95 21
47 87 48
51 88 96
9 23 81
37 70 36
53 82 83
34 47 39
16 54 76
20 33 82
54 62 69
7 74 83
42 54 73
47 63 89
18 99 50
59 61 82
29 88 19
23 68 90
15 38 67
32 66 96
18 61 64
11 63 31
46 52 57
50 77 4
1 25 23
29 96 75
17 47 17
0 22 72
16 33 67
5 45 90
10 82 78
58 91 79
21 93 2
4 15 46
51 62 93
85 98 10
91 96 6
25 78 75
44 90 11
55 92 25
16 92 81
7 21 66
40 66 87
47 55 9
22 80 50
33 88 85
23 69 58
39 46 72
66 80 82
64 69 19
31 55 79
10 63 97
33 36 31
78 95 98
56 60 99
58 95 85
79 83 70
26 58 71
13 66 3
35 64 20
51 85 66
22 65 53
48 65 12
11 67 74
75 93 5
36 84 58
85 95 55
9 49 56
45 74 11
49 53 78
28 33 91
34 42 21
3 71 94
45 83 60
3 68 13
60 95 20
4 90 71
10 98 66
36 76 13
17 76 73
76 96 90
1 88 5
70 75 23
82 90 30
74 82 56
72 77 13
96 98 84
36 75 11
6 47 57
36 55 68
29 78 54
78 92 7
23 29 77
55 69 26
46 88 10
61 78 81
34 53 92
28 53 25
32 35 46
3 30 42
62 86 19
31 41 50
40 51 12
55 78 4
19 32 100
26 67 2
16 69 83
39 55 57
62 79 41
31 68 7
88 98 93
1 82 38
35 37 97
1 84 36
20 67 30
37 52 96
39 94 63
46 53 29
31 48 29
23 67 92
8 95 20
20 26 56
11 14 90
71 78 75
26 70 43
43 71 54
80 95 2
45 98 67
48 98 67
45 68 69
52 53 1
5 28 96
18 30 61
1 99 42
32 77 19
8 40 86
36 44 99
6 55 24
1 12 14
82 87 68
71 85 6
16 38 53
10 28 65
4 88 49
14 23 6
47 84 5
0 20 56
53 80 52
11 89 34
68 91 65
50 97 30
0 74 10
62 95 60
36 79 46
8 43 63
84 85 68
1 98 20
66 87 27
66 73 38
38 59 19
67 79 41
11 66 80
7 78 42
2 78 5
42 82 23
68 72 97
53 55 82
63 80 69
23 74 32
19 20 29
36 53 74
34 67 6
51 80 10
13 29 85
27 46 77
42 86 25
51 99 68
16 21 18
23 31 94
32 68 7
11 77 1
23 98 44
63 70 22
33 76 19
27 95 89
7 12 44
50 56 7
22 37 12
52 82 31
73 89 17
65 90 29
20 24 28
29 64 96
6 14 21
0 42 48
11 79 78
10 57 93
20 90 77
30 68 96
54 99 84
24 29 14
73 82 29
77 99 62
11 61 85
42 98 47
8 81 6
71 77 4
8 23 89
15 98 23
42 78 72
19 78 78
46 74 34
11 15 10
81 98 8
54 60 67
6 70 76
1 37 78
54 78 59
3 98 24
39 97 84
82 93 82
15 80 1
85 93 73
0 69 6
6 24 16
41 89 70
93 94 93
33 85 84
8 73 95
34 39 27
49 58 28
8 67 13
28 46 64
40 55 18
0 14 84
37 54 38
31 50 49
4 40 54
72 94 41
42 99 25
72 79 8
25 56 39
35 36 81
79 89 13
25 40 63
16 67 99
3 11 64
15 30 3
24 93 99
58 84 15
22 64 77
41 51 35
23 30 32
31 33 30
5 26 8
75 84 19
6 46 6
51 67 21
12 78 31
30 57 55
48 67 70
75 82 9
15 68 79
63 74 40
37 49 67
19 95 59
21 23 61
50 95 83
57 84 51
22 68 95
9 61 70
68 88 89
2 70 36
12 76 68
7 39 46
32 87 29
13 16 37
64 93 56
26 34 50
77 85 30
60 97 89
67 93 10
46 70 7
38 65 28
26 65 93
52 90 100
10 83 84
6 60 18
77 79 55
63 82 74
50 81 77
53 60 77
12 46 63
17 50 43
60 99 89
6 80 4
22 59 56
4 85 39
62 70 29
50 78 71
88 90 56
49 52 32
55 68 26
54 82 10
38 50 66
6 74 78
11 93 42
43 65 88
1 13 68
51 59 96
33 38 88
11 50 91
44 57 56
32 50 61
32 43 99
37 66 86
49 95 48
37 98 78
11 30 83
44 76 84
38 53 29
15 63 64
27 38 38
19 61 49
18 31 24
22 54 3
26 62 76
2 26 55
41 45 84
47 92 11
12 29 11
25 72 85
21 35 67
28 41 59
45 57 15
6 42 10
9 74 72
90 94 43
20 50 9
16 42 59
26 79 20
5 70 91
28 98 60
30 64 23
0 38 29
25 84 19
8 26 84
4 24 80
42 77 98
83 91 76
29 56 39
13 49 26
12 81 12
36 56 17
25 96 44
22 38 40
8 76 47
7 20 78
11 28 93
16 48 51
29 67 63
71 96 50
42 49 72
32 34 38
48 74 61
87 99 44
39 79 95
44 52 6
0 72 65
53 54 28
6 86 78
59 97 51
37 65 7
19 35 35
27 72 39
12 71 55
12 95 100
43 68 72
34 40 50
14 20 37
44 74 38
28 73 51
1 27 67
60 82 80
2 19 100
11 18 2
25 58 36
27 57 38
2 69 89
7 15 24
1 23 27
4 19 17
56 61 33
42 71 1
60 81 91
21 53 4
55 56 54
30 93 93
55 76 43
8 36 68
4 97 92
65 77 54
33 66 36
54 88 90
26 52 40
59 71 75
34 51 58
31 36 57
29 40 6
9 90 84
58 76 10
50 59 30
84 91 41
2 86 87
20 74 28
76 80 98
10 53 16
1 57 79
32 83 56
57 96 94
6 61 5
27 90 65
32 84 61
8 44 22
85 97 82
27 73 56
38 48 94
16 24 98
37 68 42
13 94 3
30 76 39
81 97 67
54 94 9
19 52 43
69 98 59
57 76 83
27 53 56
3 45 22
7 79 12
1 75 61
49 59 72
11 75 60
33 78 74
52 81 88
12 36 64
15 44 27
71 74 89
52 62 43
33 77 17
20 84 14
52 95 43
20 25 37
59 62 91
25 79 49
51 82 51
36 80 40
23 72 61
20 65 54
83 94 47
69 88 16
82 88 68
31 46 73
6 94 97
7 40 77
6 20 75
7 42 99
20 40 93
17 73 79
25 91 29
14 91 96
3 73 93
49 87 55
20 94 4
29 76 53
1 44 27
54 72 91
49 85 45
7 64 76
16 20 13
4 23 9
53 98 58
6 9 47
63 79 86
39 84 45
63 98 83
29 30 8
0 17 84
6 17 22
4 72 72
78 86 33
28 86 86
27 84 53
21 69 59
29 92 35
73 85 43
3 93 11
12 84 27
11 36 22
53 91 86
1 54 12
43 67 3
27 68 96
6 59 83
9 42 55
39 43 80
51 60 40
27 97 73
53 67 52
52 73 78
16 36 69
32 48 68
49 55 90
63 78 62
15 17 18
41 78 98
45 56 2
5 6 100
5 92 43
0 99 97
27 55 63
24 42 98
56 67 22
21 55 52
19 36 29
71 88 30
22 49 31
34 81 31
20 60 37
82 94 41
3 24 72
37 93 7
65 81 64
43 69 60
56 94 58
3 35 32
11 20 46
35 63 69
1 93 72
57 79 65
47 48 73
19 54 8
23 82 16
28 40 62
29 81 80
33 61 81
12 43 70
20 39 1
28 31 79
77 95 83
28 59 93
70 80 17
16 60 47
67 86 13
15 82 50
37 40 46
26 81 51
28 82 3
12 58 44
26 43 74
31 44 42
21 56 78
21 44 29
22 58 44
17 97 47
0 41 82
6 95 68
70 98 60
14 53 16
17 98 26
21 38 16
7 67 89
40 97 14
26 77 62
36 82 24
47 72 56
33 46 12
37 71 68
43 92 47
20 23 95
21 32 41
16 43 7
52 91 7
29 57 14
0 61 92
35 40 17
15 85 29
17 37 40
15 19 6
16 28 67
86 87 15
49 99 79
7 92 98
37 43 23
38 44 60
51 61 34
33 80 89
16 77 19
61 85 47
22 78 33
15 33 2
22 73 76
58 67 38
4 84 52
31 66 65
7 90 7
70 79 7
5 31 27
16 57 41
45 96 97
46 87 64
13 14 59
19 25 15
21 29 93
10 55 20
75 78 5
4 78 48
39 80 94
45 89 38
2 24 9
35 41 48
55 93 19
3 56 52
37 92 73
1 8 95
76 84 94
60 71 77
7 45 93
77 97 45
84 99 41
8 56 44
13 78 52
36 67 79
18 21 74
17 31 27
18 27 31
24 25 51
19 81 93
27 47 45
13 82 29
11 32 2
8 91 2
68 98 28
28 74 86
60 84 3
15 51 7
66 76 91
22 71 14
94 95 43
33 40 82
10 97 51
6 69 42
37 61 65
35 55 10
19 70 7
1 69 23
40 74 17
46 67 12
43 58 2
24 75 21
36 43 52
14 78 17
12 67 25
14 31 86
55 63 36
39 92 18
3 76 75
57 73 39
7 85 81
83 95 93
26 95 2
35 66 62
66 75 3
12 83 16
29 53 34
71 79 30
30 89 66
4 80 68
55 60 84
41 92 22
26 72 88
47 73 80
26 38 18
25 83 38
42 79 75
85 91 58
24 80 70
16 37 60
89 97 6
9 57 75
69 99 31
36 69 4
32 94 50
18 23 39
2 10 57
8 93 50
43 45 41
3 88 23
39 51 3
81 96 89
52 66 29
19 50 61
3 38 69
45 64 72
15 88 82
0 5 16
24 40 38
76 97 56
70 87 78
29 70 75
81 90 42
49 57 86
61 77 25
22 30 86
60 85 67
10 49 11
14 45 4
19 44 47
30 32 51
39 56 82
10 31 35
49 68 43
11 54 82
20 85 21
59 91 31
0 97 3
25 60 31
4 61 29
69 74 69
7 27 28
69 96 27
58 66 25
5 53 67
24 52 57
49 80 29
0 94 64
39 63 58
25 95 13
6 92 1
49 93 12
5 37 63
9 93 87
86 92 21
42 55 11
3 77 18
82 85 27
71 93 90
47 76 87
13 63 36
18 78 1
18 85 3
31 59 17
85 94 4
2 55 33
22 75 25
60 83 37
43 75 2
17 94 46
2 71 45
79 85 50
21 43 69
33 51 55
68 99 36
69 82 92
44 69 99
4 86 27
18 46 98
12 86 7
75 96 95
47 54 1
8 48 17
15 43 75
53 58 92
33 56 93
9 38 30
17 70 80
28 92 86
44 60 20
29 65 98
2 84 43
13 97 23
69 75 8
86 95 52
15 64 53
78 85 41
43 82 18
5 8 60
17 19 64
4 26 42
27 98 76
68 76 57
53 65 17
57 93 47
7 22 90
43 86 37
32 70 80
20 70 92
23 62 5
2 76 79
37 72 76
41 71 4
31 43 62
11 43 71
36 86 49
54 69 79
74 78 84
8 72 67
33 55 75
76 89 65
62 93 88
31 58 39
51 55 31
11 76 75
0 81 48
3 60 21
22 44 22
56 82 3
8 37 87
81 95 86
26 87 47
10 80 46
17 77 94
49 98 4
68 69 90
79 95 64
3 83 11
22 86 54
54 67 2
48 55 17
9 36 96
59 98 3
20 97 98
86 98 27
43 77 84
40 71 96
65 76 55
88 93 17
9 91 25
79 86 68
37 78 56
6 27 27
19 92 57
14 44 88
13 81 93
29 86 10
8 47 28
17 61 75
12 47 75
35 42 13
18 55 55
18 98 78
26 55 10
38 60 76
41 83 55
0 21 78
68 92 32
30 38 38
20 57 10
14 46 8
13 87 11
71 80 25
61 74 52
33 73 99
21 57 18
7 69 35
10 22 36
15 74 17
34 55 12
3 41 60
15 23 61
15 37 3
7 25 19
5 59 45
39 50 19
87 94 28
19 28 52
58 65 74
12 96 25
1 38 77
53 94 87
21 73 59
35 48 66
47 51 12
12 13 21
41 74 15
58 75 60
77 90 4
17 65 78
12 34 54
2 41 46
2 93 55
2 64 85
26 82 57
0 33 16
61 84 69
68 90 100
9 18 73
46 48 21
8 46 63
10 33 39
12 93 18
51 57 63
66 83 69
8 90 74
11 59 43
24 74 81
35 65 79
53 77 76
50 76 71
74 97 56
7 38 89
55 74 55
26 78 59
34 49 19
10 75 54
21 70 25
34 72 50
49 56 14
16 84 84
8 25 38
45 90 46
7 96 83
16 85 14
37 85 89
18 53 75
35 53 3
41 55 10
37 97 38
49 78 3
21 36 18
3 18 86
6 7 94
25 29 68
20 75 78
54 71 56
9 13 20
29 32 47
4 30 22
50 99 63
22 91 68
3 91 47
87 98 76
63 69 11
14 84 23
40 95 12
47 88 2
14 58 79
3 80 37
14 82 42
10 67 8
11 29 26
20 34 68
33 67 52
17 89 40
74 87 10
31 97 54
0 95 29
48 71 32
35 84 11
1 77 23
30 98 94
31 51 78
4 28 55
27 76 80
13 54 15
27 44 93
31 85 85
33 43 57
42 88 8
28 52 57
9 50 2
56 93 79
6 32 53
9 28 42
27 81 98
7 70 99
82 99 73
19 40 31
43 94 46
19 42 82
26 85 6
28 69 37
13 27 61
40 45 90
33 87 56
14 38 92
29 97 43
9 11 65
55 58 27
40 87 17
2 36 24
10 78 21
16 72 93
16 70 48
37 86 90
8 30 9
50 62 33
30 66 37
28 37 46
5 68 33
6 11 30
69 94 1
46 60 53
46 61 23
8 68 90
54 59 48
15 89 35
12 17 25
46 80 72
48 78 76
69 80 46
85 89 22
15 54 4
59 79 27
72 99 44
39 47 11
61 89 94
17 93 12
30 80 89
60 75 49
35 98 4
23 73 30
13 73 70
7 88 26
5 99 2
14 97 68
63 67 20
79 88 68
1 49 52
0 18 7
13 96 41
5 74 17
21 26 75
26 63 63
18 87 18
22 31 18
3 17 50
11 24 76
0 80 16
21 71 23
40 96 74
55 89 81
93 96 31
72 88 29
58 98 20
34 88 44
70 95 4
14 69 44
11 91 13
16 58 37
30 78 87
64 73 6
0 90 72
37 96 60
44 78 34
0 55 34
10 13 24
42 89 38
21 72 15
34 56 44
13 77 65
1 24 10
0 37 44
15 32 2
10 89 59
32 89 93
19 29 29
6 8 52
16 80 71
9 99 35
78 89 37
24 58 52
39 77 78
22 53 30
41 94 24
5 85 16
12 82 26
38 41 16
1 79 16
0 62 26
7 23 46
0 9 50
27 63 72
23 25 21
54 89 42
5 50 9
26 33 15
8 97 26
53 87 87
37 69 74
31 81 54
28 62 27
2 6 4
37 77 19
43 80 81
63 92 8
24 36 98
20 35 51
40 94 45
6 66 29
62 74 64
40 78 19
11 12 2
54 93 68
8 41 38
8 14 31
15 96 28
91 99 58
20 52 36
66 88 92
17 88 5
8 13 91
5 19 89
7 46 90
2 49 56
44 54 20
29 52 35
4 76 35
21 58 23
48 53 94
36 85 69
30 45 77
26 80 12
29 90 73
7 66 92
8 58 71
38 90 3
22 56 56
12 77 71
25 42 49
2 29 34
7 31 39
74 96 44
66 95 74
56 97 91
36 71 100
35 69 4
16 91 19
26 45 63
22 83 25
9 33 53
14 64 18
40 47 83
44 98 28
61 96 67
31 75 70
41 93 9
39 60 66
1 96 82
7 19 12
1 60 68
25 46 73
23 33 35
34 66 90
1 80 4
53 61 66
34 36 22
57 62 77
26 59 25
26 36 91
16 26 34
70 88 62
2 77 33
12 32 50
17 33 71
1 29 70
14 73 95
40 75 5
18 57 44
21 49 7
87 97 41
21 74 92
4 91 10
34 61 58
0 91 41
34 83 70
58 79 3
15 16 93
86 94 47
24 97 6
14 39 57
2 23 96
9 75 59
94 98 39
23 66 43
4 20 81
33 93 44
29 35 38
11 42 81
43 50 36
23 77 23
40 62 5
13 34 8
23 42 12
49 96 65
86 97 85
25 55 46
59 77 61
41 64 87
4 54 75
43 66 58
46 90 7
13 67 84
25 32 21
73 92 4
42 80 73
8 12 83
82 91 91
11 40 48
20 72 69
75 77 47
55 79 77
44 97 76
24 76 28
2 94 43
86 91 46
28 81 13
14 17 19
25 66 21
17 39 85
54 80 14
0 85 18
27 54 70
14 99 42
54 92 94
53 92 40
47 86 58
27 69 69
28 94 29
2 66 4
34 64 68
26 90 21
33 84 42
3 31 18
21 91 32
59 63 24
1 28 68
91 92 41
79 90 83
3 48 98
2 46 87
56 78 85
3 75 26
39 48 90
23 83 67
42 96 50
38 45 26
53 89 31
5 71 23
26 46 31
23 99 97
65 84 12
12 14 72
23 56 27
80 84 12
25 27 58
63 72 61
39 83 81
3 86 57
15 84 32
27 36 94
40 91 73
90 98 42
11 95 15
15 40 83
55 86 80
21 51 16
19 74 90
29 98 19
70 96 22
7 83 90
64 82 25
37 46 95
7 61 1
17 68 2
12 99 6
8 75 31
23 64 58
67 71 28
57 58 62
0 64 71
32 58 92
23 38 79
23 94 98
15 69 2
16 22 57
46 81 29
21 54 26
45 70 28
58 64 38
25 45 43
74 92 75
43 87 52
70 74 11
9 37 27
26 86 69
75 76 9
24 66 75
68 70 52
80 90 11
38 93 38
27 35 96
37 90 64
48 99 27
90 99 14
56 62 84
87 95 54
12 63 29
13 99 52
38 99 72
52 86 27
47 49 94
6 26 81
76 78 47
38 67 6
79 94 75
73 97 91
0 75 58
33 81 75
3 66 23
24 49 81
50 63 56
76 82 44
8 84 74
95 97 85
8 60 3
17 29 32
13 52 84
3 72 3
1 78 14
0 65 72
37 88 72
42 48 6
65 88 21
22 33 92
5 73 97
47 91 10
11 62 43
35 75 60
69 92 32
66 77 52
72 89 15
50 84 26
72 83 80
40 86 6
43 78 52
11 37 47
5 97 3
49 83 68
3 50 94
23 75 22
56 88 50
81 84 14
51 84 43
33 92 72
17 51 30
55 94 1
5 94 38
18 86 8
93 97 41
59 99 72
37 81 76
14 19 39
52 61 82
36 98 87
8 96 39
14 61 29
8 88 10
66 78 28
22 50 29
27 88 31
7 29 51
65 73 81
17 56 99
77 81 76
24 65 86
2 97 95
82 97 19
49 79 71
40 92 87
24 57 91
42 72 50
13 53 90
71 99 78
50 68 16
4 82 71
2 8 100
20 46 47
62 73 25
40 56 16
11 73 7
57 71 74
8 20 94
38 70 64
1 58 4
34 50 96
31 73 86
39 76 60
55 90 50
66 89 81
5 13 57
12 28 27
38 75 28
38 86 52
5 89 5
10 37 25
18 65 19
37 47 22
14 89 33
43 95 99
16 96 3
39 81 96
49 70 38
16 46 96
5 75 96
13 39 23
13 24 41
28 61 14
