4865 140
46 101 69
70 81 26
99 138 42
94 133 83
15 58 53
44 97 29
8 112 97
6 105 97
43 47 86
43 92 11
54 63 36
2 105 29
55 124 8
67 99 24
51 66 31
6 26 94
105 122 29
81 133 8
60 72 79
20 77 52
29 115 91
31 34 75
98 122 5
98 112 73
17 30 82
46 81 29
78 116 93
6 41 98
58 139 20
26 138 34
27 122 33
3 14 35
21 66 25
26 48 98
23 139 67
77 110 68
68 90 31
15 31 93
62 124 51
19 112 66
74 95 42
0 88 80
50 85 12
87 128 8
2 37 87
8 73 64
49 118 73
41 101 9
13 47 2
18 134 71
31 101 92
3 50 50
61 110 38
74 112 85
79 103 34
4 31 78
47 137 73
62 121 42
98 109 100
58 91 45
26 62 42
52 64 74
91 120 58
18 139 39
22 25 43
24 123 58
71 78 25
66 101 18
125 129 5
5 70 97
20 99 82
11 55 26
9 51 37
4 116 57
92 108 15
7 108 21
97 134 9
63 87 70
58 59 37
9 91 46
51 139 6
66 83 85
49 88 15
19 100 20
60 103 48
54 104 90
1 111 83
70 88 4
78 138 51
59 121 89
45 126 42
35 134 31
119 123 93
70 122 61
46 58 74
106 110 19
58 90 9
83 89 18
89 100 98
30 108 92
69 106 28
38 136 27
62 69 58
45 127 51
32 101 98
2 54 42
98 119 98
99 100 98
19 121 28
9 120 70
58 123 86
44 85 71
10 119 55
53 125 87
39 111 76
88 126 26
58 92 15
26 84 17
82 134 62
1 42 19
74 105 72
61 65 99
40 86 20
9 103 11
11 97 28
49 139 33
39 64 68
16 60 22
15 43 90
80 111 11
65 126 35
56 73 91
21 116 63
0 27 81
11 66 44
78 124 64
70 130 78
90 121 39
22 38 92
13 58 38
65 83 81
12 70 8
10 62 92
62 64 36
38 91 81
44 96 39
20 32 22
27 73 77
104 130 12
81 117 6
103 121 23
67 98 92
13 38 48
52 102 85
116 139 12
39 131 14
42 58 54
18 78 81
38 66 77
123 129 90
83 108 46
47 106 44
84 86 92
20 82 21
20 28 26
19 98 58
21 33 100
99 118 58
95 99 94
17 31 90
17 85 90
29 126 7
118 136 7
66 68 33
28 52 96
113 133 85
0 100 42
55 133 75
1 76 78
99 127 51
74 76 12
124 128 96
4 127 31
7 139 72
73 107 3
5 75 36
129 132 49
31 121 20
16 113 67
48 131 24
84 102 2
88 104 97
19 33 43
63 82 75
77 126 20
59 138 13
88 99 97
86 112 74
21 107 86
114 124 5
56 87 90
91 113 91
16 95 78
17 34 95
74 78 2
105 126 74
2 129 55
26 91 23
20 94 80
81 99 59
84 126 45
8 101 40
25 97 13
119 135 75
84 95 58
16 53 81
0 116 15
60 71 89
33 83 60
102 138 37
31 90 87
72 94 74
87 103 18
24 138 75
64 84 74
17 113 50
7 79 41
0 60 55
92 101 75
36 75 73
12 42 12
92 115 43
55 97 36
0 32 34
97 108 20
50 92 55
2 52 34
31 130 89
6 83 59
1 47 69
69 120 29
31 108 74
102 119 21
3 97 90
28 124 65
24 124 67
56 135 72
76 101 50
33 46 53
23 73 46
47 97 49
42 49 76
34 100 83
53 116 48
63 121 55
41 90 77
47 95 64
41 66 30
45 46 82
7 82 54
100 129 78
111 139 19
26 46 80
86 135 55
88 90 74
29 37 15
10 69 54
6 34 55
68 129 80
35 86 53
101 106 77
111 129 96
91 112 71
43 81 80
87 105 75
70 90 68
64 101 96
97 107 62
1 98 88
21 79 72
10 85 33
52 116 23
22 87 13
106 122 73
54 56 56
69 103 10
36 116 69
15 41 28
29 47 90
50 53 93
85 96 9
32 75 41
29 50 80
19 127 85
28 109 79
96 130 7
56 70 22
43 119 73
82 117 84
8 27 71
27 132 72
15 29 42
57 120 43
12 41 6
46 130 92
102 107 2
54 91 55
27 100 20
35 101 24
72 102 59
4 32 77
0 37 91
114 121 80
106 124 3
16 91 65
68 138 65
88 117 30
92 139 54
50 116 82
101 116 5
74 98 52
54 106 97
5 139 5
46 60 66
86 90 25
11 131 90
83 137 58
23 102 85
90 101 23
99 132 78
3 16 11
93 120 7
45 131 57
56 59 91
9 53 5
28 43 71
26 41 32
126 136 8
45 64 14
48 88 99
13 96 100
120 132 85
8 55 73
79 108 34
24 27 44
1 120 51
12 123 50
76 77 62
41 91 10
35 109 15
88 121 82
83 86 11
66 124 13
2 139 42
32 136 85
22 84 72
50 87 79
9 115 20
29 121 45
73 106 91
61 133 100
2 135 11
2 25 93
45 58 80
7 121 17
72 136 35
33 129 62
87 130 61
60 79 18
46 61 13
84 122 56
44 94 39
44 66 37
61 103 96
54 95 95
14 139 33
53 57 32
33 85 13
67 93 74
31 74 65
29 58 33
8 97 62
46 59 31
114 128 53
52 61 14
37 44 56
27 84 66
98 133 27
75 108 77
14 109 82
19 56 5
61 63 44
27 51 80
31 88 81
98 120 6
29 31 35
2 125 78
56 60 27
114 134 21
64 66 46
40 136 97
25 90 59
33 137 26
16 83 64
5 89 87
4 50 92
32 64 63
30 90 14
44 127 7
63 96 94
92 130 30
115 122 57
4 60 85
43 60 26
67 83 10
28 91 80
95 111 81
21 22 77
13 108 100
95 137 42
22 127 22
27 105 12
75 99 53
10 123 2
27 46 55
19 87 38
11 33 61
59 135 15
11 85 7
53 139 52
93 102 9
25 47 70
21 84 74
61 66 75
67 125 78
23 62 3
82 131 86
42 133 72
31 38 59
7 89 18
58 67 39
10 56 88
22 71 92
2 72 11
71 126 32
4 95 16
84 119 28
14 55 88
44 71 20
11 63 33
18 101 7
57 125 23
110 122 37
37 93 1
19 58 63
22 138 96
38 49 37
93 121 45
53 79 51
98 137 98
92 133 57
30 67 23
9 79 22
19 47 49
18 87 25
50 67 61
53 104 75
90 118 94
49 70 52
23 126 59
32 86 19
87 99 70
98 104 28
12 86 1
62 133 17
55 62 9
38 58 84
28 31 27
81 106 49
68 92 8
20 81 54
110 113 77
13 61 72
10 20 67
22 129 22
37 46 90
18 108 73
52 77 10
47 90 86
0 47 33
37 47 45
15 52 58
89 112 91
46 125 75
1 118 39
38 57 38
117 132 30
55 119 57
11 127 60
36 38 90
34 92 20
62 108 95
26 83 1
18 112 91
0 45 49
68 107 18
0 81 26
11 38 84
93 109 99
1 75 71
33 36 2
62 90 88
50 139 99
40 101 72
78 118 10
10 33 81
8 57 24
20 112 31
43 110 68
76 89 36
10 128 9
71 82 14
42 56 74
70 100 27
48 74 11
1 123 37
62 118 23
53 72 26
64 81 53
57 132 26
43 93 70
29 123 50
1 40 16
11 135 86
43 62 30
54 132 47
76 106 71
79 98 51
7 107 8
34 116 93
19 42 72
9 29 27
54 64 79
71 76 27
9 48 9
44 120 8
9 33 69
65 121 37
68 100 63
93 106 38
23 78 5
49 81 50
54 89 5
95 115 26
101 122 36
17 88 62
39 67 22
88 134 88
0 90 63
11 94 61
19 76 21
105 124 73
72 88 43
11 118 62
2 89 70
102 116 83
112 120 14
4 23 44
10 80 46
31 95 29
29 76 32
9 137 92
24 98 63
24 71 4
18 138 63
12 120 48
65 113 8
110 131 52
99 121 11
70 86 52
79 96 42
49 101 79
17 117 89
2 9 28
45 88 53
32 139 30
9 14 80
76 112 97
106 125 83
10 42 65
16 125 72
41 72 7
83 95 47
75 93 44
44 57 64
12 78 11
51 65 31
40 78 42
122 134 52
33 53 54
71 123 33
45 47 37
74 103 59
25 100 99
11 98 97
5 100 84
70 75 24
49 123 86
88 113 94
61 97 70
7 61 98
24 56 5
6 48 92
1 18 80
36 127 11
20 126 80
52 128 55
19 86 74
12 107 46
25 36 52
17 33 19
20 60 17
99 120 44
22 37 41
65 68 11
106 131 62
54 77 72
39 108 3
54 139 2
84 115 81
43 71 77
51 134 45
99 113 25
116 135 85
16 41 16
13 130 94
16 78 40
83 124 7
27 72 3
32 60 73
67 85 9
1 104 100
36 92 16
15 101 23
1 44 90
91 111 50
24 59 35
106 133 74
75 139 50
126 129 35
31 120 86
13 138 94
45 114 81
6 117 89
91 126 43
116 137 11
7 42 75
87 129 17
6 125 38
29 57 76
64 86 15
3 39 9
68 128 93
18 109 55
105 119 87
72 124 53
125 136 96
69 133 63
52 94 63
42 53 7
73 76 98
35 108 97
85 119 63
115 128 92
28 133 79
63 99 64
48 108 94
4 58 92
0 21 79
27 58 23
36 94 84
5 54 28
33 133 80
44 53 94
49 75 41
15 98 67
39 86 71
9 36 79
29 46 22
12 115 72
29 80 70
37 50 39
67 114 97
54 87 50
30 92 55
44 95 69
43 99 88
54 103 96
88 89 82
7 134 62
34 69 90
38 113 98
17 123 5
15 21 15
95 106 73
69 109 75
11 105 1
4 62 16
47 133 39
21 60 52
29 43 78
25 44 27
87 136 66
115 121 12
30 130 71
33 118 38
36 98 14
45 129 23
70 89 91
33 105 92
28 55 93
39 107 19
9 130 80
3 27 31
31 98 64
9 122 62
77 100 93
12 109 77
129 135 87
82 101 43
63 93 96
17 62 27
94 104 11
46 82 90
34 79 4
9 118 31
123 139 34
46 135 79
1 27 33
47 124 12
114 135 58
43 97 34
39 133 71
71 80 86
56 62 36
84 132 35
42 126 3
11 132 30
21 136 34
66 69 90
62 97 53
58 131 43
15 95 3
5 120 20
9 99 83
5 85 100
23 51 68
21 42 70
106 136 12
101 126 70
57 84 88
84 111 63
85 105 60
24 109 2
59 67 28
26 119 60
95 110 33
27 81 71
1 31 70
26 61 64
45 117 5
7 85 88
21 54 17
5 86 60
54 75 51
31 51 14
111 115 16
111 130 88
39 60 30
44 54 27
57 139 20
52 87 82
58 106 72
24 81 27
39 92 99
71 73 12
99 136 33
41 110 15
6 122 68
59 119 62
54 109 70
76 110 89
7 22 80
32 42 65
52 75 47
74 109 54
65 85 19
23 109 87
108 136 53
16 37 5
11 22 50
81 88 48
101 137 53
76 115 66
13 72 3
46 51 100
57 87 42
19 24 72
19 62 69
23 72 81
39 91 41
71 131 82
73 125 3
34 106 63
52 63 30
60 62 5
11 133 15
52 67 66
24 93 15
50 109 88
6 55 15
31 44 34
94 103 42
27 120 71
7 34 34
9 38 75
48 91 90
16 137 62
45 139 38
84 113 38
46 124 96
68 98 80
85 110 16
92 95 3
31 126 5
32 102 46
45 54 34
18 61 37
41 94 65
50 73 50
59 139 15
42 77 99
43 106 96
29 69 98
8 62 27
73 136 70
37 126 78
75 77 16
49 74 80
104 136 89
0 134 81
46 47 21
40 69 39
8 137 36
20 100 55
13 27 38
45 96 26
58 111 36
49 103 95
1 91 43
15 27 94
6 96 18
85 128 97
28 98 52
50 59 55
91 100 93
60 73 91
51 124 62
10 57 39
16 99 22
107 111 47
5 82 4
39 89 83
21 108 26
36 89 92
68 130 20
99 128 46
37 75 71
22 51 44
31 49 9
60 99 63
6 97 86
90 97 4
5 80 69
10 92 36
49 124 89
65 73 100
68 110 29
85 88 23
0 110 97
94 99 60
22 75 2
25 130 50
15 107 79
65 76 9
13 111 14
40 123 87
91 97 5
103 115 31
5 119 48
82 123 39
60 63 99
90 122 65
80 112 83
41 42 100
14 56 47
79 129 9
52 134 70
98 116 29
16 30 74
77 132 43
73 86 60
20 21 41
18 107 96
44 107 93
21 83 81
104 127 28
86 119 55
3 19 34
29 38 32
23 85 17
42 71 23
30 46 61
6 99 34
105 118 34
4 6 9
4 129 73
53 78 18
42 50 99
6 110 87
64 131 83
72 106 71
124 129 71
27 34 58
75 83 24
61 98 27
24 104 74
29 87 5
43 49 95
0 93 45
83 132 17
31 63 13
3 98 92
0 48 99
18 137 2
20 85 48
91 107 30
17 83 78
20 111 3
108 128 34
0 75 13
3 79 4
58 122 40
6 42 73
17 115 4
38 84 84
53 91 23
33 92 83
40 68 22
19 74 97
11 79 24
67 94 24
45 118 2
66 87 54
47 114 4
2 34 9
103 119 93
73 96 83
16 94 1
5 60 63
49 64 83
52 57 91
7 30 54
0 67 51
57 68 56
64 106 7
6 124 36
65 131 28
33 110 63
31 131 9
35 60 63
85 103 27
82 133 54
33 70 39
16 110 14
3 138 79
121 123 25
104 109 4
55 70 71
8 129 14
34 103 15
27 110 31
1 92 23
83 115 48
48 105 56
3 17 28
68 99 54
14 62 15
47 125 70
70 78 45
3 87 8
31 40 63
13 129 93
36 136 83
53 63 45
63 90 53
31 92 15
12 76 54
31 70 60
74 135 7
29 92 29
83 134 63
3 107 25
74 93 89
71 79 66
66 91 21
20 67 17
79 128 84
36 42 6
55 61 12
4 11 59
128 134 41
17 45 54
18 47 61
81 131 10
72 91 25
36 118 43
14 27 27
24 74 85
12 92 62
58 74 87
37 132 9
17 108 26
1 8 75
50 124 51
6 7 19
76 100 62
4 44 93
34 109 23
12 14 48
11 16 14
78 86 40
70 106 91
27 71 84
55 76 22
115 135 20
102 115 45
25 110 38
77 122 68
27 44 45
18 113 27
96 101 52
38 39 32
29 84 84
51 83 46
85 95 9
49 82 51
2 53 98
52 106 23
49 115 22
70 103 32
67 135 76
32 99 23
49 133 14
79 127 6
30 127 30
5 118 81
48 52 5
22 107 84
15 130 94
38 108 31
19 66 83
6 79 98
39 78 11
7 129 7
36 56 62
36 97 35
95 103 95
98 126 66
48 95 21
7 100 56
24 36 80
72 138 37
43 90 91
124 125 22
3 120 88
51 128 100
19 124 7
107 133 91
62 94 71
13 21 1
1 106 12
117 127 39
78 137 1
1 124 80
69 87 64
11 110 22
63 129 50
113 135 35
28 95 33
96 100 74
9 90 84
94 121 70
35 102 13
82 84 68
27 102 59
79 109 38
28 87 10
16 77 36
71 108 51
55 59 38
49 117 8
107 116 36
15 133 72
26 94 95
19 27 82
104 106 78
50 63 24
46 137 60
39 74 39
33 69 89
26 98 4
106 128 44
54 68 57
54 71 53
6 68 94
94 101 19
12 67 38
32 38 96
18 19 31
52 120 22
3 29 83
37 63 18
59 132 50
39 44 97
84 136 73
71 134 3
19 77 14
22 72 68
105 113 24
107 126 39
118 121 61
53 98 61
122 137 78
15 88 19
90 127 62
46 123 4
25 116 7
8 41 98
56 133 86
7 124 23
78 90 94
14 136 79
65 136 73
12 117 64
10 88 34
37 113 14
6 40 91
41 96 22
52 80 92
0 53 93
91 98 16
9 136 4
38 133 96
58 127 21
37 74 84
28 130 27
91 93 1
47 112 38
39 45 25
27 45 54
83 135 43
3 132 39
105 125 96
23 120 31
62 68 46
70 72 23
76 133 48
23 122 96
124 134 49
65 100 71
12 98 82
22 49 47
31 79 3
123 136 18
133 139 60
53 70 77
102 111 18
58 132 47
8 33 5
46 75 29
20 102 18
58 128 58
0 35 26
5 129 29
40 133 99
77 135 71
66 113 79
34 122 30
49 69 55
14 138 84
126 130 5
41 54 68
62 73 5
35 91 65
80 124 6
96 118 50
86 109 94
29 42 71
23 90 89
42 73 9
49 129 16
19 96 6
63 68 93
1 99 37
11 122 40
35 53 88
39 50 73
52 54 97
52 98 24
4 5 33
4 137 77
7 43 100
76 82 78
66 110 38
0 13 42
52 105 63
53 62 78
23 97 23
33 77 83
80 94 2
11 99 55
44 139 64
79 84 35
86 120 64
64 116 32
13 100 13
11 34 100
22 96 14
66 112 33
20 53 67
87 115 83
46 118 78
22 135 89
20 91 93
97 135 70
5 38 35
40 73 39
75 101 6
85 120 26
97 123 91
50 51 70
44 114 80
108 132 89
9 123 35
3 112 21
15 125 6
46 110 10
47 138 20
44 55 30
118 123 62
16 106 60
31 57 73
19 107 61
55 125 86
16 98 53
33 76 68
57 72 9
33 78 66
74 133 75
67 111 65
92 121 21
1 30 11
21 133 4
68 139 47
42 97 11
12 82 51
32 114 97
71 137 86
39 75 39
16 114 45
61 117 30
18 80 98
66 123 86
24 29 9
37 81 10
31 47 89
24 90 48
79 124 93
103 132 44
23 116 80
80 132 62
14 38 22
6 80 32
112 125 97
13 42 75
48 98 34
61 86 23
3 134 25
55 91 69
71 133 27
72 132 93
104 129 16
117 136 38
38 74 17
0 85 7
73 109 22
1 134 19
47 91 10
57 81 10
23 26 75
72 134 35
22 86 6
76 108 40
82 132 35
18 57 42
115 139 62
99 135 14
9 138 96
26 68 70
62 126 57
53 123 86
47 132 24
53 130 97
84 90 51
7 37 33
28 49 36
5 6 75
75 104 25
102 128 17
39 90 48
10 74 100
37 129 96
75 137 46
48 73 24
37 59 42
114 122 46
51 62 73
132 133 72
28 85 99
9 49 40
31 105 41
85 109 30
24 79 48
77 133 28
25 139 58
4 82 64
36 104 5
14 134 29
15 20 23
40 126 8
83 131 26
12 16 46
77 108 52
17 128 72
20 120 51
40 92 96
71 130 80
48 80 94
86 98 82
19 30 36
83 109 22
76 129 96
24 39 65
125 127 28
41 130 42
35 71 15
14 33 65
12 50 79
24 43 40
124 130 19
71 124 11
74 92 54
45 67 48
47 56 25
30 134 47
23 27 95
18 76 56
11 20 78
28 56 92
135 136 77
22 56 93
29 35 24
102 130 94
50 134 57
28 96 56
63 100 95
17 118 74
77 128 98
9 35 59
89 135 95
30 125 23
32 59 6
64 88 39
66 85 32
3 66 65
27 69 42
13 26 87
67 122 93
91 103 59
92 100 41
30 97 6
2 14 96
8 118 43
56 107 59
59 127 52
42 52 22
78 85 70
96 127 64
66 135 21
108 118 55
15 35 26
74 120 72
37 106 7
29 122 71
59 71 65
70 138 60
12 122 75
89 129 49
65 101 4
11 37 67
55 66 56
19 68 4
50 125 86
92 106 14
1 70 42
30 112 16
64 135 23
52 109 40
84 137 56
37 139 99
36 105 87
32 89 62
21 62 32
29 120 97
20 133 84
44 64 93
2 112 67
23 76 5
26 89 77
45 112 95
12 53 4
57 80 37
86 107 71
45 104 4
117 139 46
2 117 92
56 68 97
79 111 18
6 129 50
40 77 22
26 60 72
58 113 51
32 33 51
30 45 76
64 114 15
34 63 100
12 57 47
20 76 55
22 117 9
59 112 89
6 67 86
10 101 49
68 102 41
26 137 78
28 73 93
33 91 85
88 95 14
34 82 74
35 139 44
47 108 5
48 97 24
83 103 2
47 71 15
22 47 13
94 95 100
42 63 38
86 108 39
14 28 97
27 35 14
11 68 41
38 83 73
36 41 98
61 118 41
49 96 33
47 52 31
32 125 65
4 132 75
64 115 5
16 68 37
71 117 40
28 117 32
68 89 93
9 25 96
68 71 86
68 114 40
88 100 97
37 110 100
28 53 22
103 112 74
59 91 20
18 106 93
27 74 7
79 130 93
3 119 42
1 113 2
54 93 35
39 119 45
22 53 72
3 38 30
20 116 53
73 83 94
56 101 71
44 102 11
80 105 83
50 106 48
13 135 96
63 107 13
2 46 24
17 135 49
12 83 87
24 136 59
8 9 53
35 47 14
25 122 50
0 65 99
11 51 95
13 70 8
17 100 58
38 123 26
7 69 54
71 90 4
90 120 22
83 105 96
28 101 89
20 139 31
74 126 69
7 116 95
77 125 33
78 96 80
64 83 5
30 123 69
101 118 38
91 130 30
24 107 15
42 57 98
61 122 49
133 138 80
55 63 68
33 81 19
65 89 72
35 68 96
13 76 2
2 109 47
47 70 9
69 75 96
6 101 70
11 100 41
3 123 69
57 76 2
33 56 45
85 98 72
114 117 7
65 132 7
111 135 73
63 105 82
59 64 32
105 138 90
124 135 62
8 104 57
0 86 4
62 71 16
88 103 97
19 36 72
4 128 47
15 63 67
29 33 92
41 69 96
47 82 33
22 73 90
108 131 17
29 98 19
3 139 76
97 121 35
64 80 74
20 128 29
5 20 57
2 118 59
54 130 72
16 69 66
57 94 58
14 23 48
108 124 14
34 68 31
41 128 35
75 129 5
60 114 55
30 74 83
18 83 1
15 46 11
110 117 78
55 122 19
29 86 86
2 20 24
9 114 98
21 81 24
36 47 45
88 115 34
95 116 62
20 66 25
38 137 55
20 83 92
76 130 68
28 58 67
67 116 12
25 34 52
23 57 73
31 82 4
22 125 99
72 127 43
1 29 55
8 72 50
25 96 70
36 59 11
2 75 83
63 88 13
30 120 35
56 113 41
30 73 8
37 40 92
13 134 83
13 99 80
0 39 94
32 97 71
105 116 78
34 53 45
56 66 63
41 85 52
101 110 18
39 121 9
16 44 86
78 100 23
58 112 68
21 77 50
95 119 29
25 115 1
19 31 94
27 99 63
50 117 27
2 10 29
14 137 55
29 102 64
27 118 37
83 133 49
54 99 68
2 138 45
21 130 28
41 126 66
6 123 45
34 118 75
7 16 41
6 95 77
121 133 77
50 101 81
71 96 94
59 80 86
42 59 30
5 27 47
44 52 37
0 57 82
13 30 49
85 134 4
132 136 92
6 44 93
95 100 49
77 116 90
131 136 88
33 90 1
25 94 44
56 69 66
41 52 66
29 110 3
43 80 59
28 41 63
12 31 46
116 124 78
34 135 89
28 69 3
18 66 58
81 85 27
57 60 91
54 121 92
21 52 24
71 128 42
23 137 99
38 98 88
52 115 96
61 88 29
15 116 32
15 103 81
36 100 32
24 42 92
34 77 96
60 116 38
117 128 100
26 73 29
5 51 10
77 131 75
87 123 18
32 70 8
6 75 59
22 36 68
131 132 35
12 34 25
79 95 55
36 90 16
56 136 7
39 97 89
91 125 93
7 103 61
20 38 27
90 133 61
81 137 46
48 75 86
7 125 61
87 121 22
40 139 11
61 69 99
64 104 59
19 122 18
1 112 41
3 69 8
79 107 96
48 87 92
111 128 25
13 122 79
1 96 41
16 74 69
0 114 42
1 57 53
43 133 9
75 113 1
5 122 24
111 126 96
19 25 70
8 23 96
53 122 81
6 22 83
44 119 31
33 62 87
9 32 18
7 24 97
11 120 94
50 78 52
8 69 1
43 69 51
93 113 60
128 130 29
3 85 89
64 89 72
76 86 71
41 107 20
23 33 82
0 80 2
37 115 58
48 96 81
33 50 83
87 134 82
86 126 87
44 126 55
7 27 100
17 35 22
72 76 21
9 13 47
100 134 64
51 136 81
8 14 70
19 125 35
84 101 48
73 77 94
7 64 23
25 84 57
24 34 61
46 52 84
4 135 38
101 134 51
28 134 17
49 54 75
109 120 61
28 120 27
88 105 51
74 88 49
121 125 87
110 135 2
44 63 6
8 98 100
23 36 61
10 25 56
14 89 80
23 84 60
108 109 21
0 96 11
109 119 91
40 129 52
61 112 48
107 118 88
11 112 83
4 87 62
10 55 34
37 99 39
7 68 49
18 62 28
14 21 64
52 66 45
71 98 54
10 19 47
33 34 38
0 136 57
67 132 60
7 65 99
71 101 17
12 77 86
74 96 14
46 131 55
15 57 22
48 55 39
7 73 85
84 124 60
62 131 25
18 129 44
57 64 58
27 75 44
12 133 12
113 117 53
122 129 56
17 98 92
98 129 100
10 17 59
74 115 25
124 131 25
33 82 48
25 63 95
2 134 68
12 22 40
84 85 87
53 135 65
53 112 13
73 132 50
58 117 42
0 58 2
6 12 11
0 94 93
23 138 51
31 133 36
12 29 9
61 67 55
0 17 62
95 129 11
25 59 6
66 90 46
49 58 82
18 70 75
110 124 62
35 41 74
55 72 9
28 74 18
10 137 92
16 57 23
17 78 87
2 98 43
18 63 3
44 88 85
96 99 22
7 101 11
123 130 83
15 32 34
97 101 68
11 30 44
41 62 13
15 113 26
37 48 1
22 82 65
72 86 64
50 131 92
25 32 20
31 129 35
35 39 28
35 49 94
81 103 67
88 110 30
27 50 99
74 106 19
11 39 16
28 34 2
119 127 51
120 124 50
59 87 100
43 84 61
68 131 85
36 133 39
34 42 56
30 107 9
74 123 58
64 65 50
53 138 69
100 136 14
100 131 88
59 109 81
97 136 96
21 41 4
53 103 39
4 17 54
51 89 17
26 126 87
9 47 98
59 96 89
1 69 50
6 77 13
2 58 15
120 139 4
24 82 34
46 76 14
83 100 65
6 50 77
6 92 6
25 125 83
61 121 84
40 127 72
30 133 17
36 137 51
41 104 7
33 45 42
39 106 94
72 89 64
98 118 82
12 130 47
28 108 61
35 116 24
84 139 61
0 124 55
50 76 42
13 116 44
9 27 85
101 113 59
48 128 95
35 88 1
37 56 1
10 66 71
13 79 49
62 95 15
33 108 12
25 87 26
0 15 55
32 47 32
64 102 76
28 75 91
27 136 43
100 132 22
16 124 81
58 118 66
73 75 57
14 51 90
30 131 21
41 43 98
50 129 51
57 112 42
17 99 87
60 126 99
65 124 16
64 97 94
48 64 65
75 115 32
8 50 93
11 77 7
14 57 63
22 70 52
27 87 54
93 100 5
55 114 24
43 132 87
11 129 59
15 111 59
65 70 96
10 60 41
1 79 88
112 130 91
32 65 36
50 133 90
59 134 3
22 131 56
89 91 26
105 130 100
29 41 41
8 63 97
38 128 51
45 138 5
7 110 56
8 17 46
81 113 87
47 100 12
42 108 59
84 89 70
80 95 79
67 97 99
69 102 100
28 135 14
58 96 80
40 107 62
3 127 62
111 119 37
82 120 67
10 105 60
13 89 69
63 98 70
30 116 53
68 103 43
23 104 59
2 30 7
8 91 17
44 56 73
55 86 63
54 79 95
9 108 51
42 134 43
9 56 77
62 74 30
39 132 79
2 122 59
67 104 35
45 74 72
66 94 58
49 112 20
21 72 15
12 112 99
41 81 8
37 122 92
8 92 47
31 67 31
26 118 88
16 115 74
21 61 87
75 130 27
101 135 97
6 57 60
65 115 100
39 84 36
79 91 91
30 99 93
11 60 7
58 101 60
108 133 25
15 75 51
28 35 60
0 108 20
52 62 29
21 43 77
70 84 50
105 127 73
92 131 39
19 38 82
84 107 13
80 131 92
14 15 88
23 39 4
9 80 33
37 100 42
112 122 99
112 135 27
46 104 38
51 93 67
49 77 74
38 80 2
3 76 92
34 124 22
54 100 63
69 126 92
40 122 58
38 43 85
32 46 54
59 69 34
50 95 28
3 100 17
36 67 20
13 64 3
80 104 16
26 27 68
10 107 77
18 104 70
7 109 87
5 31 34
36 113 9
42 121 65
100 124 63
22 67 14
64 90 10
49 111 42
113 119 88
34 67 80
91 101 52
0 109 27
24 30 83
79 137 25
81 91 22
22 62 85
88 108 45
1 82 21
40 103 80
24 75 17
30 76 19
16 109 24
28 33 86
31 42 47
96 126 59
15 26 40
0 76 82
48 57 97
88 137 72
45 103 20
28 127 42
31 116 67
