7068 120
27 71 3
9 88 27
7 40 35
25 79 22
46 82 11
29 95 97
16 110 94
2 87 67
66 117 37
40 86 67
40 62 12
20 118 85
57 119 19
34 44 87
29 102 79
4 52 82
25 90 10
23 39 78
12 98 89
22 27 58
14 29 20
15 108 81
66 94 88
91 112 10
18 19 35
31 40 49
16 89 63
44 58 56
33 44 40
77 107 44
6 102 83
29 81 16
73 76 46
11 95 58
15 111 86
85 107 1
17 29 67
13 35 39
28 64 77
2 35 98
65 111 27
5 54 33
7 13 33
47 49 43
3 16 42
42 93 76
61 73 5
80 94 74
22 101 79
38 91 11
42 67 62
2 89 9
41 113 85
18 30 88
2 45 74
8 73 20
31 81 53
51 77 35
70 107 80
11 58 50
19 61 51
31 104 100
69 79 83
28 108 2
23 89 40
94 99 77
59 112 52
80 83 16
75 96 60
45 59 28
100 109 7
44 88 54
58 61 59
77 81 9
40 108 96
31 108 66
24 70 55
9 91 48
32 55 75
77 87 44
38 67 21
66 87 51
8 83 51
24 92 74
105 109 36
29 78 31
14 77 13
38 45 49
20 62 62
87 98 99
3 84 70
31 58 83
5 15 14
60 85 18
80 84 17
74 112 73
25 55 20
23 54 32
62 113 89
22 49 93
52 53 90
9 10 67
28 39 50
35 43 99
14 89 4
18 64 18
78 85 7
25 44 62
103 119 27
3 91 51
67 110 13
55 100 17
62 76 19
19 112 27
26 37 53
54 67 51
18 27 16
76 91 81
3 11 60
46 108 2
47 84 76
6 69 21
0 100 57
3 102 100
67 81 41
35 56 59
61 64 10
3 93 94
26 89 29
20 47 39
7 12 13
26 103 88
55 71 19
11 113 80
0 39 30
93 118 94
40 76 23
71 82 53
38 103 36
51 88 21
25 56 48
30 75 19
41 50 13
10 27 14
21 84 41
16 41 38
4 108 96
3 35 56
70 91 67
25 102 59
58 73 6
1 83 18
65 90 96
51 119 100
45 104 10
26 58 2
15 22 46
43 90 40
33 87 64
12 33 39
39 64 8
26 63 79
55 84 48
63 112 97
36 52 15
5 45 42
27 89 71
3 61 63
18 72 64
19 53 86
76 110 59
75 80 80
43 110 89
16 64 58
25 33 50
43 115 61
25 28 69
31 41 25
3 52 28
40 92 14
17 88 29
82 99 83
51 63 33
43 106 10
53 118 22
41 92 13
16 23 68
75 101 87
44 69 90
71 91 68
68 114 17
66 89 85
19 49 32
13 59 89
46 113 40
45 90 89
37 92 29
31 111 53
55 81 66
37 45 62
66 100 43
8 65 92
8 47 67
76 89 67
32 73 78
2 55 43
85 110 60
37 86 54
6 61 52
17 42 82
38 57 23
59 61 49
49 113 100
58 96 40
20 23 41
2 22 60
6 8 96
35 82 45
0 45 84
31 119 89
90 118 71
104 115 75
3 41 85
37 99 65
43 68 78
28 49 42
0 113 69
19 84 77
20 43 85
49 117 94
51 89 57
43 70 78
25 95 12
108 112 3
50 56 77
28 99 74
14 66 50
21 104 29
59 79 85
11 89 87
21 63 17
34 102 21
64 119 71
14 65 79
56 95 6
6 76 83
51 109 59
19 27 46
27 51 11
93 101 4
3 5 77
90 107 53
35 58 39
72 113 80
14 24 53
31 33 80
51 104 26
49 109 54
72 98 62
60 109 48
31 92 6
4 23 21
4 81 1
18 112 84
41 86 42
71 75 8
7 77 29
107 109 30
33 47 16
54 118 74
54 68 85
56 82 49
10 18 81
6 112 100
74 93 53
9 117 7
2 25 91
24 117 51
97 113 13
10 35 32
3 78 44
22 62 80
41 96 73
102 106 49
27 93 50
55 116 20
55 111 70
25 81 27
7 102 51
53 103 98
23 101 27
0 73 57
34 63 43
16 24 12
91 107 22
1 100 86
87 96 6
20 110 4
1 32 64
87 116 40
12 81 19
66 75 7
63 116 26
7 30 94
15 34 59
0 109 89
69 99 52
97 107 56
66 67 100
15 73 86
47 108 5
99 114 40
48 105 23
22 75 97
68 72 55
24 114 87
45 118 29
22 89 25
50 97 53
38 111 23
60 77 56
50 84 5
92 102 58
43 53 19
60 107 69
12 34 64
41 60 84
12 42 96
0 52 94
28 52 42
37 70 76
4 104 47
7 87 18
44 71 66
77 118 72
76 115 13
24 58 13
69 100 22
15 44 32
83 101 46
4 71 14
42 50 72
65 86 58
33 54 22
34 81 3
77 114 31
27 115 47
32 119 10
66 98 30
36 46 98
46 99 37
64 77 62
14 44 79
60 68 73
21 54 27
78 91 33
66 112 92
20 107 92
5 61 67
22 39 34
64 106 19
59 89 66
75 119 57
45 89 24
52 98 70
50 119 47
48 80 62
4 70 82
10 41 33
15 77 35
53 86 7
63 92 2
10 77 4
62 115 59
43 49 54
22 88 6
27 106 38
14 68 75
24 75 97
75 103 21
70 105 49
79 108 34
0 41 3
26 54 89
34 71 32
45 109 84
43 95 44
73 103 29
18 118 83
74 104 62
17 95 96
2 60 50
2 103 72
75 116 85
11 115 85
64 105 40
95 107 22
47 114 67
33 77 30
1 64 54
53 87 26
35 101 19
53 102 13
52 79 30
65 68 24
42 69 1
7 108 36
0 60 22
32 88 62
33 103 33
9 106 99
55 88 17
7 27 23
53 80 47
30 34 26
52 90 60
54 64 74
0 8 35
70 115 98
21 40 74
68 88 51
4 26 68
100 118 13
76 85 59
6 64 46
0 23 32
44 47 89
23 95 6
98 109 96
100 114 90
4 105 99
55 110 94
26 117 30
17 44 10
17 67 22
8 78 43
61 115 62
27 54 18
30 32 48
23 27 24
50 104 42
15 95 10
104 107 15
16 115 83
20 70 66
39 53 8
29 90 16
33 99 2
69 110 25
29 58 86
78 105 41
44 79 37
6 28 75
16 36 14
47 69 9
83 116 82
23 48 48
48 76 73
63 97 93
40 110 53
26 47 92
36 106 11
72 114 36
22 84 69
11 118 30
10 53 54
36 78 26
16 26 70
2 18 17
28 110 93
30 31 16
34 99 26
1 80 16
54 89 34
12 20 34
86 115 11
42 43 49
107 114 61
56 100 18
3 104 87
95 102 17
18 54 9
37 76 79
33 65 21
18 81 79
98 103 77
44 60 40
94 114 77
22 112 88
5 63 31
10 57 73
116 119 61
85 97 54
4 74 38
56 86 81
70 72 36
84 90 83
6 103 59
112 119 12
50 91 79
75 108 50
29 85 78
19 28 80
32 45 42
2 32 24
93 94 87
71 107 75
71 97 21
1 72 43
45 119 14
43 118 20
78 99 27
59 111 31
11 117 63
81 107 21
87 109 40
72 115 33
27 47 23
19 71 93
51 52 55
10 100 54
29 39 95
35 50 74
0 17 71
38 79 14
23 34 35
76 90 42
15 83 67
35 78 93
21 38 97
47 59 96
69 74 82
51 71 89
2 49 80
46 73 45
54 102 65
70 73 93
40 97 1
58 118 19
60 78 33
32 115 20
23 80 1
1 69 86
34 91 20
0 50 50
66 97 82
90 114 68
57 62 89
50 81 7
39 104 93
61 110 8
73 95 80
96 113 58
20 24 28
4 50 41
80 88 14
19 62 23
4 63 77
89 93 40
93 111 36
13 77 92
4 88 78
87 119 73
70 81 79
17 61 14
45 82 58
30 71 66
31 117 68
86 99 65
60 62 97
46 105 25
5 78 73
2 62 21
41 101 75
7 8 93
17 35 25
19 65 54
27 110 4
24 76 73
0 35 92
26 79 12
15 32 60
15 64 62
50 96 60
16 18 27
56 74 13
25 99 60
63 107 85
19 32 56
19 91 14
29 108 94
26 55 37
74 105 94
10 42 25
19 92 42
28 65 70
32 113 34
11 15 75
34 37 12
10 38 8
39 91 56
39 61 7
43 54 57
32 101 82
87 88 72
30 84 19
1 103 11
74 110 47
20 71 34
85 114 56
14 109 38
88 111 63
15 86 57
75 113 97
6 10 92
46 84 58
9 15 9
45 63 21
8 45 21
4 84 5
23 104 87
5 101 15
26 30 16
43 97 69
61 101 86
15 37 46
52 94 50
24 66 96
92 119 40
48 61 51
24 59 44
36 71 81
82 106 58
41 56 78
17 23 48
18 75 26
53 107 37
25 88 28
41 61 32
69 109 41
20 74 56
63 77 99
47 112 28
6 77 11
81 99 42
11 40 75
17 59 8
56 71 47
8 115 84
79 97 100
108 116 26
38 50 53
15 119 64
80 112 33
13 101 19
98 112 46
14 23 52
73 116 41
18 88 70
14 19 32
19 75 58
50 101 25
8 52 82
70 103 43
55 83 25
3 67 17
64 76 49
58 67 1
7 15 5
80 91 74
62 103 37
46 61 84
51 92 42
81 96 26
100 107 55
40 79 12
5 69 100
60 95 35
46 70 79
0 42 45
4 8 63
43 46 83
61 76 56
104 117 2
38 75 41
67 75 74
81 83 91
18 69 75
20 75 100
19 47 44
0 103 4
67 114 41
68 73 65
8 54 18
46 114 46
53 112 79
64 81 84
22 78 81
63 91 98
59 64 14
10 61 56
58 60 37
31 86 44
43 113 26
67 112 36
33 85 80
49 51 51
35 54 1
29 89 66
111 113 44
56 85 20
87 105 76
95 111 12
8 29 41
31 102 2
0 69 27
31 62 84
1 70 2
28 115 70
16 118 58
50 59 60
53 90 73
42 76 24
4 101 11
10 101 20
33 58 24
63 108 90
16 90 21
67 107 21
29 64 63
4 36 80
28 50 19
10 66 67
5 104 32
84 97 65
3 62 88
20 56 88
38 76 16
18 56 62
76 103 19
40 87 7
48 74 89
39 111 88
23 114 78
97 112 80
55 92 14
19 26 19
14 63 1
66 74 98
86 114 93
36 79 71
52 55 75
21 67 39
57 97 70
33 92 71
69 103 90
9 33 52
5 116 69
75 99 15
28 53 52
90 102 63
34 50 98
43 52 6
21 100 87
92 106 31
4 48 89
11 27 78
5 29 39
47 55 51
21 56 19
49 100 78
11 87 51
47 72 86
39 80 80
33 105 80
18 114 38
13 67 26
44 104 30
13 106 83
88 103 87
13 63 5
52 65 29
13 103 81
64 86 49
51 118 92
19 56 91
34 36 67
15 29 24
87 110 14
10 99 8
2 54 72
7 97 3
14 27 46
67 90 10
87 92 46
70 100 42
103 108 9
14 28 1
100 102 92
25 73 57
48 102 14
11 103 28
35 97 95
30 69 32
49 79 44
7 116 15
54 110 22
91 100 5
28 106 75
10 67 43
32 44 11
27 33 14
91 96 39
5 49 99
96 115 51
42 72 42
70 108 34
65 96 99
64 113 56
30 38 5
44 113 15
71 93 83
24 60 12
6 94 76
43 75 69
56 67 6
75 112 58
76 99 19
24 40 45
46 63 99
8 28 41
52 60 51
57 109 51
63 106 59
55 75 77
34 118 28
51 83 90
111 112 50
7 41 43
4 42 48
13 62 43
72 83 18
46 48 25
3 6 23
15 50 81
1 87 65
8 110 46
34 57 45
46 57 53
0 55 85
24 33 64
84 98 86
5 119 95
14 104 95
49 63 11
92 94 45
31 63 69
85 102 74
4 77 10
2 107 53
49 80 21
20 28 33
19 100 37
0 111 46
3 118 39
30 58 17
43 99 72
60 61 20
54 81 95
36 44 99
36 63 13
24 25 66
60 102 39
17 104 75
1 31 23
43 74 43
45 83 30
60 111 2
13 71 56
96 119 11
66 104 60
19 97 55
91 114 90
30 77 80
56 62 34
4 109 41
17 82 14
69 75 95
16 112 44
7 70 19
4 21 70
8 17 39
21 101 75
9 74 50
22 41 67
50 52 21
39 113 38
8 39 30
8 113 45
18 65 51
9 85 95
5 22 92
10 97 64
25 47 25
64 90 46
47 65 6
13 98 86
12 107 91
46 47 84
7 32 53
5 36 46
39 96 8
1 10 38
50 68 19
86 91 57
87 89 53
46 100 1
22 59 62
5 27 76
11 56 87
22 87 87
89 106 100
54 112 97
14 103 62
32 99 34
17 89 97
53 55 9
58 90 88
50 60 100
66 73 63
14 82 11
5 6 37
4 75 66
48 55 53
61 71 56
71 115 37
90 95 41
71 87 44
22 105 13
30 74 97
25 87 52
24 83 48
41 117 72
43 119 52
95 106 3
102 107 67
44 115 50
27 109 50
57 60 48
51 98 16
42 92 99
3 58 66
14 55 88
25 67 79
87 90 36
47 66 64
19 22 17
23 53 62
80 103 58
62 75 80
2 97 18
77 103 80
63 73 28
65 116 57
62 118 75
58 101 26
15 112 65
20 68 94
24 97 93
59 93 21
0 85 87
97 117 54
72 74 75
15 51 79
21 110 72
101 107 91
106 115 17
7 58 4
8 58 25
81 116 82
24 62 69
26 57 66
60 92 41
13 52 68
27 67 26
77 92 30
23 32 1
16 102 87
90 112 26
3 69 37
37 54 44
42 68 2
35 72 43
47 103 10
8 96 97
6 30 53
39 98 42
32 69 77
44 65 52
18 73 22
73 89 44
59 73 84
0 96 67
21 53 42
24 112 84
41 79 96
5 38 97
15 91 57
77 100 14
33 102 3
29 109 88
2 81 25
70 101 62
30 56 50
36 39 76
104 111 4
23 111 59
48 71 41
17 33 87
39 105 84
46 102 12
42 109 82
60 90 3
92 101 46
66 115 93
43 104 58
27 52 56
29 74 13
26 94 83
73 105 96
11 104 92
32 97 62
2 99 39
47 86 58
38 43 63
1 98 31
60 106 96
11 107 40
4 89 85
47 82 3
81 105 40
56 80 62
35 117 63
94 95 57
4 55 90
5 50 14
16 59 29
33 107 95
30 99 83
11 14 34
54 100 18
1 41 81
2 117 79
10 114 44
52 91 40
57 83 87
73 99 21
24 30 53
69 84 6
29 75 31
3 44 82
77 90 32
2 77 35
12 39 71
7 10 23
1 73 45
9 13 79
7 59 49
2 10 48
75 90 94
39 108 35
103 115 20
86 113 47
56 60 20
12 26 94
40 83 80
37 73 15
24 49 57
51 67 87
78 95 89
76 93 40
3 60 38
0 80 78
13 21 86
32 93 59
30 42 63
58 110 55
64 89 42
70 92 85
7 35 38
84 88 21
81 101 91
32 35 28
48 60 11
7 71 72
10 52 32
89 118 49
53 71 44
38 104 70
41 85 54
103 110 33
6 87 76
51 106 70
22 58 19
39 88 24
2 79 16
28 93 93
18 59 50
63 94 64
4 93 14
15 31 73
85 88 54
65 72 91
6 79 85
24 53 1
56 69 43
14 60 35
10 17 26
31 38 63
7 95 7
103 113 96
86 89 78
116 118 18
4 44 21
24 119 91
106 109 71
1 47 85
99 118 25
67 99 15
30 53 65
41 77 52
27 39 32
16 54 74
3 43 99
41 82 26
21 118 29
7 48 35
48 67 71
39 44 43
28 91 59
12 18 80
71 109 30
87 117 77
10 79 44
36 91 82
4 20 91
18 79 59
55 73 83
38 118 4
92 95 53
102 109 69
46 88 53
24 77 82
28 89 71
95 98 76
12 118 96
42 94 75
56 79 41
34 86 60
27 29 62
50 62 9
8 56 59
11 53 15
27 91 77
20 96 86
16 57 96
18 26 69
46 90 65
72 105 95
0 78 100
106 117 56
71 95 62
55 93 54
20 106 78
22 113 54
6 53 4
6 98 31
62 92 64
7 69 93
7 73 24
3 65 37
7 88 88
6 24 35
99 117 43
7 119 74
71 116 29
10 71 51
57 66 21
73 92 84
62 94 44
12 87 77
62 83 29
38 53 95
36 68 98
8 75 57
11 96 65
9 80 34
16 111 14
39 81 44
45 108 15
48 52 25
54 116 93
56 64 90
90 100 48
24 111 23
72 80 66
40 68 48
9 68 92
45 54 30
35 109 65
69 98 99
25 54 14
57 59 43
79 95 33
79 112 4
46 53 50
54 85 62
6 96 53
11 39 7
11 34 52
103 106 18
80 102 48
41 54 8
11 20 41
2 90 46
54 88 85
35 48 93
93 96 90
34 90 45
45 52 59
40 63 88
57 76 4
47 107 58
39 85 11
20 94 49
87 102 82
20 59 54
55 101 75
40 91 55
4 86 22
68 95 21
75 118 72
30 43 16
34 55 73
49 65 7
8 90 81
7 99 57
93 115 4
57 87 80
80 96 46
99 106 63
97 115 90
78 110 95
36 94 24
75 117 8
6 25 68
64 98 39
23 55 96
27 69 40
12 74 72
29 107 8
86 110 58
25 32 33
25 78 1
2 93 87
77 113 21
21 116 14
97 114 82
1 90 72
26 43 33
31 42 25
70 83 31
44 111 2
77 85 65
78 92 54
51 90 92
17 71 4
12 65 71
8 16 54
67 88 15
72 90 79
35 75 25
46 101 39
83 111 22
60 64 96
45 92 82
18 38 42
68 116 77
1 35 83
43 69 92
27 46 81
99 111 92
82 104 44
107 113 7
27 37 66
79 98 33
73 96 91
85 105 10
112 114 35
46 68 100
33 79 78
12 102 44
5 109 13
56 76 99
22 102 34
29 118 20
113 115 7
93 98 34
76 86 74
73 112 49
35 65 56
71 98 46
60 118 40
15 20 96
45 66 29
8 60 7
67 96 87
64 111 63
108 114 88
33 74 65
10 107 45
35 119 69
41 45 94
7 79 19
16 104 71
50 107 3
60 82 28
17 103 54
53 57 51
55 64 40
50 89 6
105 119 28
1 114 86
33 94 80
48 106 70
45 110 96
115 118 54
21 81 57
55 68 72
57 107 49
30 48 100
68 92 85
21 114 92
16 117 43
98 110 33
15 17 48
76 81 97
21 105 63
22 25 83
56 97 64
74 108 2
24 110 8
15 26 22
92 118 70
37 51 9
40 117 12
2 27 19
44 63 41
42 64 31
63 100 16
28 97 43
23 24 85
18 77 49
17 48 34
30 116 74
63 89 59
1 96 28
93 108 39
68 78 65
31 82 50
0 105 6
26 105 47
31 79 20
13 72 86
56 83 85
54 98 91
25 70 18
50 54 10
22 91 20
65 66 80
20 98 100
7 14 17
1 28 46
78 87 6
41 108 14
67 94 81
56 109 100
73 113 1
19 59 64
40 74 83
15 89 52
40 71 96
13 23 47
0 32 56
54 105 75
27 117 74
17 28 12
45 115 100
65 84 22
53 61 26
19 96 53
9 21 14
62 117 77
27 119 55
4 34 60
54 97 80
16 30 63
9 32 5
16 93 12
12 44 54
22 69 56
55 106 41
58 106 23
68 85 12
37 90 5
56 72 96
62 108 22
1 20 60
54 113 63
35 93 12
37 100 90
98 102 56
21 78 94
65 77 11
2 78 13
1 118 78
8 64 26
28 29 95
38 117 13
51 100 60
35 74 40
61 102 75
37 91 67
79 115 93
46 83 18
18 41 12
50 86 65
15 72 43
43 117 92
85 113 85
25 97 26
36 117 78
54 117 37
41 105 54
50 53 48
44 80 74
42 96 50
72 77 57
43 78 65
38 97 77
53 84 76
45 94 72
65 69 78
16 87 3
27 114 39
47 94 20
105 112 32
17 51 57
24 43 81
29 103 60
106 116 15
75 95 78
14 117 88
16 61 26
8 9 100
5 28 4
5 52 82
59 108 12
23 67 82
69 89 43
89 101 40
27 97 67
62 74 18
9 69 45
46 92 37
62 110 54
12 31 48
97 119 3
88 96 40
10 12 46
67 97 68
6 93 37
57 99 19
8 103 10
15 93 89
30 83 55
14 52 95
27 92 71
19 115 64
60 98 89
7 75 55
8 26 96
38 60 35
7 106 94
10 56 53
52 112 80
30 67 12
52 107 45
17 79 33
9 67 29
46 91 36
69 101 17
27 31 69
42 86 35
4 17 14
12 101 49
45 112 39
54 78 30
26 111 36
34 72 81
38 105 85
16 70 55
30 118 83
12 16 3
27 86 48
50 77 12
77 102 68
36 56 19
42 108 48
70 106 66
5 90 85
3 77 42
65 105 25
53 98 4
18 62 4
59 63 95
10 50 28
19 38 4
15 105 19
94 106 4
17 64 84
31 77 25
14 87 25
20 53 77
38 70 17
32 89 90
38 62 71
15 38 9
39 107 30
69 88 17
64 85 3
13 119 73
80 119 71
83 115 53
22 37 79
96 106 62
58 98 13
84 101 37
3 116 42
34 103 26
2 7 79
9 64 73
32 39 25
52 100 5
8 18 60
3 105 89
31 106 47
3 15 7
34 59 8
74 84 70
9 76 96
83 112 66
4 31 51
30 102 96
0 5 91
2 115 13
21 98 22
55 61 58
101 108 54
8 117 39
107 112 95
8 48 27
11 100 29
17 69 53
86 117 85
99 100 54
23 41 49
30 50 9
104 119 38
42 101 15
75 100 63
13 113 4
51 72 58
97 109 38
11 61 16
6 92 39
19 34 52
14 45 36
39 72 83
31 50 87
83 97 99
4 53 13
39 82 48
9 26 77
7 36 42
14 67 97
51 80 28
72 84 21
46 118 83
0 92 63
40 90 41
98 106 71
2 100 70
33 72 31
25 80 17
82 90 44
55 69 58
13 46 26
24 80 90
42 95 98
14 86 58
86 105 20
24 34 20
32 110 15
25 52 97
46 115 9
117 119 73
3 48 23
36 110 81
42 79 81
4 39 45
6 99 92
11 80 40
113 117 88
6 85 82
77 88 33
3 54 98
36 80 82
58 102 82
76 116 98
13 49 49
44 78 56
8 82 17
20 25 70
20 82 89
14 69 26
76 82 24
95 101 49
4 68 48
75 79 71
55 76 31
23 119 19
19 116 8
11 44 39
48 104 65
0 29 43
79 89 82
28 104 78
0 71 46
17 50 45
27 77 2
17 83 21
23 35 73
56 88 74
25 48 25
38 90 60
62 119 54
5 16 84
82 117 76
23 115 24
15 92 35
21 83 41
7 31 67
42 61 43
29 88 73
22 90 84
1 54 24
26 40 62
81 112 17
23 43 17
79 80 15
9 23 70
23 45 66
25 91 16
2 14 31
7 78 2
43 67 48
16 99 49
101 102 48
14 80 45
12 82 57
37 69 78
22 36 67
19 37 60
59 80 79
28 116 70
10 106 72
60 74 11
35 64 47
36 70 31
54 58 75
91 111 47
61 90 12
79 88 73
2 83 59
17 41 35
60 104 41
0 21 60
25 76 73
35 36 52
8 108 14
80 110 79
16 53 62
4 40 35
11 66 79
29 65 55
72 75 20
87 115 38
70 116 61
83 94 91
8 27 84
19 50 20
3 39 21
1 23 41
21 73 55
20 99 30
0 79 22
29 37 48
77 106 44
23 56 78
11 30 64
46 50 2
23 90 18
60 93 47
88 92 83
66 103 63
63 110 42
5 74 8
62 107 97
74 75 4
79 111 86
4 114 100
9 25 78
80 113 85
72 97 82
82 88 35
29 42 48
14 110 46
45 111 16
17 43 21
96 108 96
24 87 69
21 52 94
58 93 47
49 81 60
21 119 68
15 71 84
90 105 84
36 96 98
21 28 19
23 116 98
50 72 73
28 103 54
5 67 59
78 86 51
88 93 47
105 117 3
21 65 84
56 92 7
6 38 98
34 116 14
28 55 96
82 87 19
36 81 58
33 71 61
71 81 18
32 81 30
22 110 22
23 72 45
72 92 54
1 16 57
61 81 91
87 108 1
54 94 62
97 100 48
33 63 55
10 24 10
25 93 75
2 82 87
99 107 5
15 100 73
17 57 4
0 4 51
28 86 15
1 108 20
65 100 46
42 75 60
80 104 33
54 57 93
43 85 31
59 101 72
12 52 16
15 68 86
30 97 47
2 36 74
1 116 14
31 90 48
87 111 24
19 24 90
10 19 92
57 104 68
11 92 23
29 59 88
14 21 68
50 112 5
40 75 22
39 55 1
7 113 89
24 38 1
3 75 5
7 101 90
70 94 89
42 62 15
79 82 98
70 86 38
1 19 52
49 107 7
46 97 2
74 113 97
58 104 27
85 87 41
68 91 61
36 88 46
17 114 34
33 96 14
74 89 79
26 28 83
26 108 83
56 66 79
13 76 43
45 51 80
52 87 55
9 39 91
11 71 23
11 99 92
29 41 32
52 95 43
16 91 17
26 113 59
96 111 3
80 116 28
26 66 91
21 108 89
30 57 36
16 101 31
2 11 6
7 91 5
50 57 75
91 97 27
38 63 39
39 109 24
87 112 85
82 115 98
66 85 17
39 94 60
105 106 56
59 85 36
57 80 2
5 82 45
14 73 84
24 105 16
13 83 36
0 88 76
8 43 10
67 85 80
51 91 68
50 106 7
50 118 65
65 104 90
56 91 48
56 114 94
28 82 27
70 95 71
25 42 38
56 93 53
13 108 36
63 98 94
32 100 82
12 57 56
72 73 16
62 63 71
18 119 57
41 89 10
27 38 27
51 112 99
44 96 97
1 71 83
112 117 17
0 84 61
24 64 38
48 99 81
4 116 38
40 48 70
88 117 27
15 101 66
7 17 74
12 72 12
37 105 82
73 86 77
40 61 97
47 71 54
74 81 14
49 110 68
5 89 29
19 40 13
25 69 49
52 96 32
18 86 74
66 71 31
16 103 76
20 67 50
22 72 93
41 95 46
13 45 60
94 108 40
11 86 65
13 90 73
41 106 99
38 39 77
78 107 5
17 94 13
15 67 64
57 105 42
19 54 2
10 69 42
77 109 95
21 42 41
8 19 44
74 92 40
7 44 16
100 111 61
93 117 86
20 119 55
76 98 30
21 36 14
23 91 60
8 32 94
8 23 70
36 109 52
38 106 82
45 96 26
71 102 3
92 103 95
15 115 97
57 58 54
47 70 93
31 98 13
57 106 30
2 39 20
23 47 10
30 100 68
57 77 9
34 47 88
104 118 5
81 94 98
20 49 56
19 21 82
35 44 94
34 82 60
24 82 14
34 41 76
23 59 4
97 106 54
40 98 18
74 87 83
58 109 42
76 109 30
56 73 35
4 12 8
